,date,location,hour_start,hour_end,team,level,username,red_friends,blue_friends,yellow_friends,unk_friends,raid_group_x,raid_group_y,raid_group_x.1,raid_group_y.1,raid_group_x.2,raid_group_y.2,lat,log,raid_id
0,2018-07-05,rugby state,15:27,16:12,yellow,39,GetCisco,,,,1.0,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.162574,38.751345,0
1,2018-07-05,rugby state,15:27,16:12,red,40,SupremeMasterPT,,1.0,,3.0,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.162574,38.751345,0
2,2018-07-05,caixa geral de depósitos,16:11,16:56,yellow,39,CptPina,,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,-9.1426278,38.741729,1
3,2018-07-05,caixa geral de depósitos,16:11,16:56,red,40,nunesrd,,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,-9.1426278,38.741729,1
4,2018-07-05,cgd building,16:19,17:04,yellow,40,Gtony84,,,,,,,,,,Areeiro,-9.1404995,38.74123529999999,2
5,2018-07-05,cgd building,16:19,17:04,yellow,39,CptPina,,,,,,,,,,Areeiro,-9.1404995,38.74123529999999,2
6,2018-07-05,cgd building,16:19,17:04,red,40,nunesrd,,,,,,,,,,Areeiro,-9.1404995,38.74123529999999,2
7,2018-07-05,casa da moeda,17:41,18:26,red,40,nunesrd,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1423021,38.7367488,3
8,2018-07-05,casa da moeda,17:41,18:26,red,40,TinaArroyo,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1423021,38.7367488,3
9,2018-07-05,casa da moeda,17:41,18:26,red,30,BrunoMatos82,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1423021,38.7367488,3
10,2018-07-05,mundo às costas,17:42,18:27,yellow,40,Gtony84,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.147725,38.737503,4
11,2018-07-05,mundo às costas,17:42,18:27,red,40,nunesrd,,,,1.0,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.147725,38.737503,4
12,2018-07-05,mundo às costas,17:42,18:27,red,40,TinaArroyo,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.147725,38.737503,4
13,2018-07-05,mundo às costas,17:42,18:27,red,30,BrunoMatos82,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.147725,38.737503,4
14,2018-07-05,jardim tristão da silva,19:34,20:19,red,37,vsamji,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1247492,38.738384,5
15,2018-07-05,junta de freguesia do campo grande,20:38,21:23,yellow,39,CptPina,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1565967,38.7573331,6
16,2018-07-05,junta de freguesia do campo grande,20:38,21:23,yellow,39,GetCisco,,,,1.0,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1565967,38.7573331,6
17,2018-07-05,junta de freguesia do campo grande,20:38,21:23,red,40,TinaArroyo,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1565967,38.7573331,6
18,2018-07-05,junta de freguesia do campo grande,20:38,21:23,red,30,BrunoMatos82,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1565967,38.7573331,6
19,2018-08-05,alameda fonte monumental,12:10,12:55,yellow,39,pda9891,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1302989,38.7373201,7
20,2018-08-05,biblioteca palácio galveias,13:11,13:56,yellow,40,Gtony84,,,,1.0,,,Areeiro,Areeiro,Areeiro,Areeiro,-9.1438547,38.7416049,8
21,2018-08-05,d. afonso henriques,16:44,17:29,red,40,SupremeMasterPT,,1.0,,3.0,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1553356,38.75886550000001,9
22,2018-08-05,d. afonso henriques,16:44,17:29,red,39,naerp2606,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1553356,38.75886550000001,9
23,2018-08-05,meal conception,17:08,17:53,red,40,TinaArroyo,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1551565,38.75931920000001,10
24,2018-08-05,meal conception,17:08,17:53,red,40,SupremeMasterPT,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1551565,38.75931920000001,10
25,2018-08-05,universitas,18:15,19:00,yellow,39,CptPina,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1603853,38.75075089999999,11
26,2018-08-05,universitas,18:15,19:00,red,37,vsamji,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1603853,38.75075089999999,11
27,2018-09-05,alameda fonte monumental,11:25,12:10,blue,40,Zecaxi,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1302989,38.7373201,12
28,2018-09-05,alameda fonte monumental,11:25,12:10,red,35,DannyTeixeira87,,,,1.0,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1302989,38.7373201,12
29,2018-09-05,alameda fonte monumental,11:25,12:10,red,30,BrunoMatos82,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1302989,38.7373201,12
30,2018-09-05,miradouro do monte agudo,17:36,18:21,yellow,39,CptPina,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1315277,38.726072,13
31,2018-09-05,miradouro do monte agudo,17:36,18:21,yellow,30,aND004,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1315277,38.726072,13
32,2018-09-05,miradouro do monte agudo,17:36,18:21,red,30,BrunoMatos82,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1315277,38.726072,13
33,2018-09-05,biblioteca palácio galveias,18:20,19:05,yellow,40,Gtony84,,,,1.0,,,Areeiro,Areeiro,Areeiro,Areeiro,-9.1438547,38.7416049,14
34,2018-09-05,biblioteca palácio galveias,18:20,19:05,yellow,32,Oestrimni12,,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,-9.1438547,38.7416049,14
35,2018-09-05,biblioteca palácio galveias,18:20,19:05,blue,35,babieu10,,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,-9.1438547,38.7416049,14
36,2018-09-05,biblioteca palácio galveias,18:20,19:05,red,32,JohnFire1,,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,-9.1438547,38.7416049,14
42,2018-10-05,fountain,10:05,10:50,yellow,40,Maianque,,,,,,,,,,Areeiro,-9.1440121,38.74610870000001,15
43,2018-10-05,fountain,10:05,10:50,yellow,32,Oestrimni12,,,,,,,,,,Areeiro,-9.1440121,38.74610870000001,15
44,2018-10-05,fountain,10:05,10:50,blue,40,Zecaxi,,,,,,,,,,Areeiro,-9.1440121,38.74610870000001,15
45,2018-10-05,praça de londres - igreja,13:05,13:50,red,36,Rodaviva29,,,,1.0,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1376589,38.7404378,16
46,2018-10-05,wall with scenic mural,13:02,13:47,red,32,JohnFire1,,,1.0,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1458191,38.7452115,17
47,2018-10-05,jardim fernando pessa,17:23,18:08,yellow,40,Gtony84,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1378066,38.7433792,18
48,2018-10-05,jardim fernando pessa,17:23,18:08,blue,36,Blankingdom,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1378066,38.7433792,18
49,2018-10-05,jardim fernando pessa,17:23,18:08,red,40,TinaArroyo,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1378066,38.7433792,18
50,2018-10-05,military draw,18:32,19:17,yellow,39,GetCisco,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1554677,38.75925220000001,19
51,2018-10-05,military draw,18:32,19:17,red,39,naerp2606,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1554677,38.75925220000001,19
52,2018-11-05,jardim henrique lopes mendonça,11:34,12:19,red,40,TinaArroyo,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1445079,38.7303069,20
53,2018-11-05,templo adventista,11:42,12:27,red,40,TinaArroyo,,,,,Avenida / Baixa,Avenida / Baixa,Avenida / Baixa,Avenida / Baixa,Avenida / Baixa,Avenida / Baixa,-9.1412634,38.7275581,21
54,2018-11-05,cemitério do alto de são joão,12:07,12:52,blue,34,play3maniac,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1225338,38.7292194,22
55,2018-11-05,cemitério do alto de são joão,12:07,12:52,red,31,BrunoMatos82,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1225338,38.7292194,22
57,2018-11-05,entrada cgd,13:16,14:01,yellow,40,Gtony84,,,,,,,,,Areeiro,Areeiro,-9.1490171,38.7410828,23
58,2018-11-05,entrada cgd,13:16,14:01,red,32,JohnFire1,,,1.0,,,,,,Areeiro,Areeiro,-9.1490171,38.7410828,23
59,2018-11-05,capitão salgueiro maia,13:16,14:01,yellow,40,Gtony84,,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,-9.1504998,38.74035470000001,24
60,2018-11-05,alameda fonte monumental,13:37,14:22,red,36,Rodaviva29,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1302989,38.7373201,25
61,2018-11-05,alameda fonte monumental,13:37,14:22,red,31,BrunoMatos82,,1.0,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1302989,38.7373201,25
62,2018-11-05,metro da alameda,14:10,14:55,red,31,BrunoMatos82,,,,,,,,,,Areeiro,-9.1340446,38.737298,26
63,2018-11-05,caixa geral de depósitos,15:02,15:47,yellow,40,Gtony84,,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,-9.1426278,38.741729,27
64,2018-11-05,estátua do jardim constantino,17:28,18:13,blue,40,DuartehVader,,,,1.0,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1374857,38.7312605,28
65,2018-11-05,d. afonso henriques,18:19,19:04,yellow,34,MaraujoAndre,,1.0,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1553356,38.75886550000001,29
66,2018-11-05,d. afonso henriques,18:19,19:04,yellow,32,BBaronz,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1553356,38.75886550000001,29
67,2018-12-05,praça de londres - igreja,11:44,12:29,blue,36,MarisaMyouri,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1376589,38.7404378,30
68,2018-12-05,capitão salgueiro maia,12:10,12:55,yellow,40,Gtony84,,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,-9.1504998,38.74035470000001,31
69,2018-12-05,capitão salgueiro maia,12:10,12:55,yellow,32,Oestrimni12,,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,-9.1504998,38.74035470000001,31
70,2018-12-05,parque josé gomes ferreira,14:25,15:10,red,40,SupremeMasterPT,,1.0,,3.0,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1302859,38.7593975,32
74,2018-12-05,jardim tristão da silva,17:37,18:22,red,37,vsamji,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1247492,38.738384,33
75,2018-12-05,naval club building,19:17,20:02,red,39,adiogopaiva,,,,2.0,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1431968,38.7347606,34
76,2018-12-05,edifício garrigues,19:43,20:28,yellow,40,Maianque,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.145812800000002,38.7362801,35
77,2018-12-05,edifício garrigues,19:43,20:28,blue,40,Carnildor,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.145812800000002,38.7362801,35
78,2018-05-13,estátua do jardim constantino,11:15,12:00,blue,40,Zecaxi,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1374857,38.7312605,36
79,2018-05-13,estátua do jardim constantino,11:15,12:00,red,31,BrunoMatos82,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1374857,38.7312605,36
80,2018-05-13,universitas,14:37,15:22,red,40,SupremeMasterPT,,1.0,,2.0,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1603853,38.75075089999999,37
81,2018-05-13,alameda fonte monumental,15:20,16:05,yellow,34,MaraujoAndre,,1.0,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1302989,38.7373201,38
82,2018-05-13,alameda fonte monumental,15:20,16:05,red,40,EduJMac,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1302989,38.7373201,38
83,2018-05-13,alameda fonte monumental,15:20,16:05,red,39,Nunex64,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1302989,38.7373201,38
84,2018-05-13,praça de londres - igreja,15:38,16:23,yellow,40,Pekito10,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1376589,38.7404378,39
85,2018-05-13,praça de londres - igreja,15:38,16:23,red,40,nunesrd,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1376589,38.7404378,39
86,2018-05-13,praça de londres - igreja,15:38,16:23,red,39,Nunex64,,,,1.0,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1376589,38.7404378,39
87,2018-05-13,casa da moeda,16:43,17:28,yellow,40,Pekito10,,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,-9.1423021,38.7367488,40
88,2018-05-13,casa da moeda,16:43,17:28,red,40,nunesrd,,,1.0,,,,Areeiro,Areeiro,Areeiro,Areeiro,-9.1423021,38.7367488,40
89,2018-05-13,casa da moeda,16:43,17:28,red,39,Nunex64,,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,-9.1423021,38.7367488,40
90,2018-05-13,biblioteca palácio galveias,17:15,18:00,blue,39,SeIIene,,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,-9.1438547,38.7416049,41
91,2018-05-13,biblioteca palácio galveias,17:15,18:00,red,40,nunesrd,,,,1.0,,,Areeiro,Areeiro,Areeiro,Areeiro,-9.1438547,38.7416049,41
92,2018-05-13,biblioteca palácio galveias,17:15,18:00,red,40,TinaArroyo,,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,-9.1438547,38.7416049,41
93,2018-05-13,biblioteca palácio galveias,17:15,18:00,red,39,Nunex64,,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,-9.1438547,38.7416049,41
94,2018-05-13,casa da moeda,18:17,19:02,yellow,40,Pekito10,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1423021,38.7367488,42
95,2018-05-13,casa da moeda,18:17,19:02,yellow,33,Oestrimni12,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1423021,38.7367488,42
96,2018-05-13,casa da moeda,18:17,19:02,red,40,nunesrd,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1423021,38.7367488,42
97,2018-05-13,casa da moeda,18:17,19:02,red,39,Nunex64,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1423021,38.7367488,42
98,2018-05-13,casa da moeda,18:17,19:02,red,36,Rodaviva29,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1423021,38.7367488,42
99,2018-05-13,cgd building,18:31,19:16,yellow,40,Pekito10,,,,,,,,,,Areeiro,-9.1404995,38.74123529999999,43
100,2018-05-13,cgd building,18:31,19:16,yellow,33,Oestrimni12,,,,,,,,,,Areeiro,-9.1404995,38.74123529999999,43
101,2018-05-13,cgd building,18:31,19:16,yellow,30,aND004,,,,,,,,,,Areeiro,-9.1404995,38.74123529999999,43
102,2018-05-13,cgd building,18:31,19:16,red,40,nunesrd,,,,,,,,,,Areeiro,-9.1404995,38.74123529999999,43
103,2018-05-13,alameda fonte monumental,18:26,19:11,yellow,30,aND004,,,,1.0,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1302989,38.7373201,44
104,2018-05-13,naval club building,19:27,20:12,blue,39,SeIIene,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1431968,38.7347606,45
105,2018-05-13,naval club building,19:27,20:12,red,40,TinaArroyo,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1431968,38.7347606,45
106,2018-05-13,naval club building,19:27,20:12,red,40,nunesrd,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1431968,38.7347606,45
107,2018-05-13,roma areeiro (na av de roma),19:31,20:16,blue,30,Belchior11,,,,,,,,,,,-9.13582622749874,38.745607,46
108,2018-05-13,roma areeiro (na av de roma),19:31,20:16,red,40,nunesrd,,,,,,,,,,,-9.13582622749874,38.745607,46
113,2018-05-14,conto de fadas,12:37,13:22,yellow,40,Gtony84,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1522902,38.7365063,47
114,2018-05-14,fountain,13:36,14:21,blue,40,Zecaxi,,,,,,,,,,Areeiro,-9.1440121,38.74610870000001,48
115,2018-05-14,fountain,13:36,14:21,blue,36,Blankingdom,,,,,,,,,,Areeiro,-9.1440121,38.74610870000001,48
116,2018-05-14,fountain,13:36,14:21,red,39,MaggieSCP,,,,1.0,,,,,,Areeiro,-9.1440121,38.74610870000001,48
118,2018-05-14,playground on the wall,17:38,18:23,red,40,nunesrd,,,,1.0,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1489095,38.7562646,49
119,2018-05-14,no head statue,17:29,18:14,red,36,Rodaviva29,,,,4.0,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1496065,38.7359678,50
120,2018-05-14,cgd building,18:15,19:00,yellow,40,Gtony84,,,,,,,,,,Areeiro,-9.1404995,38.74123529999999,51
121,2018-05-14,cgd building,18:15,19:00,yellow,34,MaraujoAndre,,,,,,,,,,Areeiro,-9.1404995,38.74123529999999,51
122,2018-05-14,cgd building,18:15,19:00,yellow,30,aND004,,,,,,,,,,Areeiro,-9.1404995,38.74123529999999,51
123,2018-05-14,cgd building,18:15,19:00,red,40,nunesrd,,,,,,,,,,Areeiro,-9.1404995,38.74123529999999,51
124,2018-05-14,jardim fernando pessa,18:25,19:10,yellow,34,MaraujoAndre,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1378066,38.7433792,52
125,2018-05-14,jardim fernando pessa,18:25,19:10,blue,39,XPTy11323,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1378066,38.7433792,52
126,2018-05-14,jardim fernando pessa,18:25,19:10,red,40,frenzy73,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1378066,38.7433792,52
127,2018-05-14,jardim fernando pessa,18:25,19:10,red,40,ojoaogomes,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1378066,38.7433792,52
128,2018-05-14,alameda fonte monumental,19:09,19:54,yellow,34,MaraujoAndre,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1302989,38.7373201,53
129,2018-05-14,alameda fonte monumental,19:09,19:54,blue,39,XPTy11323,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1302989,38.7373201,53
130,2018-05-14,alameda fonte monumental,19:09,19:54,red,40,ojoaogomes,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1302989,38.7373201,53
131,2018-05-14,alameda fonte monumental,19:09,19:54,red,40,SupremeMasterPT,,1.0,,2.0,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1302989,38.7373201,53
134,2018-05-14,estátua do jardim constantino,19:37,20:22,yellow,39,CptPina,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1374857,38.7312605,54
135,2018-05-14,estátua do jardim constantino,19:37,20:22,yellow,37,MrYellowMonkeYy,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1374857,38.7312605,54
136,2018-05-14,estátua do jardim constantino,19:37,20:22,blue,34,gbuzz85,,,,1.0,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1374857,38.7312605,54
137,2018-05-14,estátua do jardim constantino,19:37,20:22,red,40,nunesrd,,,,1.0,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1374857,38.7312605,54
138,2018-05-14,estátua do jardim constantino,19:37,20:22,red,40,SupremeMasterPT,,1.0,,2.0,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1374857,38.7312605,54
139,2018-05-14,estátua do jardim constantino,19:37,20:22,red,40,ojoaogomes,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1374857,38.7312605,54
140,2018-05-14,estátua do jardim constantino,19:37,20:22,red,40,TinaArroyo,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1374857,38.7312605,54
141,2018-05-14,estátua do jardim constantino,19:37,20:22,red,39,MaggieSCP,,,,1.0,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1374857,38.7312605,54
142,2018-05-14,estátua do jardim constantino,19:37,20:22,red,36,Ruyson,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1374857,38.7312605,54
143,2018-05-14,parque josé gomes ferreira,20:39,21:24,yellow,34,MaraujoAndre,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1302859,38.7593975,55
144,2018-05-14,parque josé gomes ferreira,20:39,21:24,blue,40,jobesanitas,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1302859,38.7593975,55
145,2018-05-14,parque josé gomes ferreira,20:39,21:24,red,40,TinaArroyo,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1302859,38.7593975,55
146,2018-05-14,parque josé gomes ferreira,20:39,21:24,red,40,nunesrd,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1302859,38.7593975,55
147,2018-05-14,parque josé gomes ferreira,20:39,21:24,red,39,Nunex64,,,,1.0,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1302859,38.7593975,55
148,2018-05-15,balance mural,12:40,13:25,red,31,BrunoMatos82,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1330359,38.7310973,56
152,2018-05-15,1º de maio,14:43,15:28,red,32,loia16,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1376726,38.7518487,57
153,2018-05-15,contrapunto,14:31,15:16,yellow,29,GrimoireHollow,,,,,,,,,,Areeiro,-9.1389344,38.73835029999999,58
154,2018-05-15,contrapunto,14:31,15:16,blue,40,Zecaxi,,,,,,,,,,Areeiro,-9.1389344,38.73835029999999,58
155,2018-05-15,contrapunto,14:31,15:16,red,40,SupremeMasterPT,,,,2.0,,,,,,Areeiro,-9.1389344,38.73835029999999,58
156,2018-05-15,casa da moeda,15:30,16:15,blue,38,Tsukiman,,,,1.0,,,Areeiro,Areeiro,Areeiro,Areeiro,-9.1423021,38.7367488,59
157,2018-05-15,casa da moeda,15:30,16:15,red,40,SupremeMasterPT,,1.0,,2.0,,,Areeiro,Areeiro,Areeiro,Areeiro,-9.1423021,38.7367488,59
158,2018-05-15,jardim tristão da silva,17:03,17:48,yellow,39,CptPina,,,,2.0,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1247492,38.738384,60
159,2018-05-15,jardim tristão da silva,17:03,17:48,red,40,TinaArroyo,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1247492,38.738384,60
160,2018-05-15,jardim tristão da silva,17:03,17:48,red,40,nunesrd,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1247492,38.738384,60
161,2018-05-15,jardim tristão da silva,17:03,17:48,red,32,RaJoGaSa,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1247492,38.738384,60
162,2018-05-15,street art pillar,18:08,18:53,red,32,BrunoMatos82,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1336211,38.73742410000001,61
163,2018-05-15,estátua do jardim constantino,18:07,18:52,red,40,nunesrd,,,,1.0,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1374857,38.7312605,62
164,2018-05-15,estátua do jardim constantino,18:07,18:52,red,40,ojoaogomes,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1374857,38.7312605,62
165,2018-05-15,estátua do jardim constantino,18:07,18:52,red,40,frenzy73,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1374857,38.7312605,62
166,2018-05-15,estátua do jardim constantino,18:07,18:52,red,32,BrunoMatos82,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1374857,38.7312605,62
167,2018-05-15,junta de freguesia do campo grande,19:20,20:05,yellow,39,GetCisco,,,,1.0,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1565967,38.7573331,63
168,2018-05-15,junta de freguesia do campo grande,19:20,20:05,yellow,32,BBaronz,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1565967,38.7573331,63
169,2018-05-15,junta de freguesia do campo grande,19:20,20:05,blue,34,miknu2k14,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1565967,38.7573331,63
170,2018-05-15,junta de freguesia do campo grande,19:20,20:05,blue,31,Belchior11,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1565967,38.7573331,63
171,2018-05-15,jardim tristão da silva,20:18,21:03,red,37,vsamji,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1247492,38.738384,64
172,2018-05-15,jardim tristão da silva,20:18,21:03,red,32,RaJoGaSa,,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1247492,38.738384,64
173,2018-05-16,ad ephemeran gloriam,09:33,10:18,red,35,DannyTeixeira87,,,,1.0,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1362427,38.7371235,65
174,2018-05-16,cgd building,12:02,12:47,yellow,40,Gtony84,,,,,,,,,,Areeiro,-9.1404995,38.74123529999999,66
175,2018-05-16,cgd building,12:02,12:47,red,35,DannyTeixeira87,,,,1.0,,,,,,Areeiro,-9.1404995,38.74123529999999,66
176,2018-05-16,street art pillar,12:20,13:05,yellow,40,Maianque,,,,,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1336211,38.73742410000001,67
177,2018-05-16,street art pillar,12:20,13:05,red,35,DannyTeixeira87,,,,1.0,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,Areeiro,-9.1336211,38.73742410000001,67
