,row_name,col_name,value,row_player_level,row_player_team,col_player_level,col_player_team
486,CaioSAC,wofraider,2.0,40,yellow,39,red
487,Exotnaf,wofraider,3.0,39,red,39,red
488,Invihz,wofraider,2.0,40,red,39,red
489,JohnLoc75,wofraider,3.0,40,red,39,red
490,JohnnyAlbatroz,wofraider,2.0,40,blue,39,red
491,Nuxo,wofraider,4.0,40,yellow,39,red
492,PipaOndas,wofraider,2.0,37,red,39,red
493,SupremeMasterPT,wofraider,2.0,40,red,39,red
494,Castanheira1985,tiagoc432,8.0,40,red,40,red
495,DiogoQ16,tiagoc432,6.0,40,yellow,40,red
496,FakadasMC,tiagoc432,11.0,33,red,40,red
497,Mizehza,tiagoc432,5.0,40,red,40,red
498,Pekito10,tiagoc432,7.0,40,yellow,40,red
499,Pokerrapxim,tiagoc432,6.0,40,blue,40,red
500,RichieSanti20,tiagoc432,16.0,31,yellow,40,red
501,Seeker06,tiagoc432,6.0,35,red,40,red
502,aalberto22,tiagoc432,11.0,34,yellow,40,red
503,balianx,tiagoc432,7.0,39,red,40,red
504,tascv,tiagoc432,5.0,37,red,40,red
505,Challenger1602,pjts,2.0,40,red,37,yellow
506,Gu1lhermeSlb904,pjts,3.0,40,red,37,yellow
507,SupremeMasterPT,pjts,2.0,40,red,37,yellow
508,Chentobi,ojoaogomes,18.0,39,blue,40,red
509,Elfskull,ojoaogomes,16.0,39,blue,40,red
510,Pokerrapxim,ojoaogomes,14.0,40,blue,40,red
511,SupremeMasterPT,ojoaogomes,14.0,40,red,40,red
512,TinaArroyo,ojoaogomes,21.0,40,red,40,red
513,Vlapower94,ojoaogomes,12.0,40,red,40,red
514,gracanelo123,ojoaogomes,13.0,32,red,40,red
515,j0rgersn,ojoaogomes,17.0,40,blue,40,red
516,Chuupaacabra,DavidPT97,29.0,37,red,33,yellow
517,Chuupaacabra,RocketSummoner,30.0,37,red,33,yellow
518,DavidPT97,RocketSummoner,24.0,33,yellow,33,yellow
519,Chuupaacabra,Rrotiv,27.0,37,red,35,red
520,DavidPT97,Rrotiv,19.0,33,yellow,35,red
521,Chuupaacabra,martanarizinho,15.0,37,red,33,blue
522,DavidPT97,martanarizinho,9.0,33,yellow,33,blue
523,DurumakiPedruto,martanarizinho,8.0,35,blue,33,blue
524,Rrotiv,martanarizinho,16.0,35,red,33,blue
525,Coolbreezexz123,Wizardmeister,21.0,40,yellow,37,yellow
526,Coolbreezexz123,fcmatias,6.0,40,yellow,36,blue
527,Coolbreezexz123,mnlr89,13.0,40,yellow,38,yellow
528,CptPina,TinaArroyo,53.0,40,yellow,40,red
529,PatoGotcha,TinaArroyo,57.0,40,blue,40,red
530,PeterBirth,TinaArroyo,89.0,40,red,40,red
531,PokeNE0N,TinaArroyo,58.0,40,blue,40,red
532,CptPina,pda9891,17.0,40,yellow,40,yellow
533,Danyuny,pda9891,12.0,40,red,40,yellow
534,PatoGotcha,pda9891,13.0,40,blue,40,yellow
535,PeterBirth,pda9891,22.0,40,red,40,yellow
536,SilverSilverSil,pda9891,12.0,40,yellow,40,yellow
537,SupremeMasterPT,pda9891,16.0,40,red,40,yellow
538,Tifimeco,pda9891,14.0,40,yellow,40,yellow
539,TinaArroyo,pda9891,28.0,40,red,40,yellow
540,gracanelo123,pda9891,16.0,32,red,40,yellow
541,j0rgersn,pda9891,25.0,40,blue,40,yellow
542,nunesrd,pda9891,18.0,40,red,40,yellow
543,Crucefix,Ninnffaj,23.0,34,yellow,36,red
544,Marcio699,Ninnffaj,25.0,39,yellow,36,red
545,Daniloab,Kyzouki,17.0,38,blue,40,blue
546,DannyTeixeira87,pattucius,3.0,38,red,35,blue
547,SupremeMasterPT,pattucius,5.0,40,red,35,blue
548,gracanelo123,pattucius,3.0,32,red,35,blue
549,j0rgersn,pattucius,3.0,40,blue,35,blue
550,Danyuny,didas29,7.0,40,red,36,red
551,Danyuny,pedroMFM,2.0,40,red,25,blue
552,SupremeMasterPT,pedroMFM,2.0,40,red,25,blue
553,Dizoli15,migueldajuda,5.0,33,blue,38,blue
554,bodabodinha,migueldajuda,5.0,39,yellow,38,blue
555,diverbea,migueldajuda,5.0,40,blue,38,blue
556,DudaFCM7,SmilerPortugal,22.0,37,red,40,blue
557,EduJMac,jsantos,2.0,40,red,40,blue
558,SupremeMasterPT,jsantos,2.0,40,red,40,blue
559,TetraCoprs,jsantos,3.0,40,red,40,blue
560,EduJMac,napalm4dw,6.0,40,red,36,blue
561,EduJMac,s0undzzbala,7.0,40,red,31,blue
562,RichieSanti20,s0undzzbala,6.0,31,yellow,31,blue
563,aalberto22,s0undzzbala,10.0,34,yellow,31,blue
564,Elfskull,TEMPLUSMASTER,29.0,39,blue,40,yellow
565,Elfskull,frenzy73,15.0,39,blue,40,red
566,TinaArroyo,frenzy73,17.0,40,red,40,red
567,Elfskull,jobesanitas,9.0,39,blue,40,blue
568,gracanelo123,jobesanitas,10.0,32,red,40,blue
569,ElisabeteJesus,catajesus,11.0,40,blue,40,blue
570,SrJMK,catajesus,8.0,40,red,40,blue
571,FMBCJC,Pachiren,18.0,40,red,40,blue
572,FMBCJC,joaosr1989,12.0,40,red,40,yellow
573,Nunex64,joaosr1989,13.0,40,red,40,yellow
574,TinaArroyo,joaosr1989,16.0,40,red,40,yellow
575,j0rgersn,joaosr1989,12.0,40,blue,40,yellow
576,GNNagash,miknu2k14,13.0,40,red,39,blue
577,SrJMK,miknu2k14,13.0,40,red,39,blue
578,TinaArroyo,miknu2k14,18.0,40,red,39,blue
579,Gagaspires,Zlordpokemonb,7.0,38,yellow,37,red
580,Giant29,jdavidgil,3.0,40,red,40,red
581,Goncacorr,QueenAnaMar,100.0,38,blue,40,red
582,Goncacorr,TimFagg,14.0,38,blue,40,yellow
583,NunoCentral,TimFagg,13.0,35,blue,40,yellow
584,QueenAnaMar,TimFagg,14.0,40,red,40,yellow
585,Goncacorr,sergioneves86,2.0,38,blue,37,red
586,NunoCentral,sergioneves86,3.0,35,blue,37,red
587,PantufaMaster,sergioneves86,2.0,33,yellow,37,red
588,QueenAnaMar,sergioneves86,2.0,40,red,37,red
589,SoriedemGO,sergioneves86,2.0,39,blue,37,red
590,SupremeMasterPT,sergioneves86,2.0,40,red,37,red
591,TimFagg,sergioneves86,3.0,40,yellow,37,red
592,Gtony84,Jomitex,42.0,40,yellow,40,yellow
593,Gtony84,Patojonas,36.0,40,yellow,40,red
594,Jomitex,Patojonas,45.0,40,yellow,40,red
595,Gu1lhermeSlb904,danielasm4,3.0,40,red,31,blue
596,JohnLoc75,Pedrokemon12,15.0,40,red,40,yellow
597,JohnnyAlbatroz,Pedrokemon12,19.0,40,blue,40,yellow
598,NerfertitiiGirl,Pedrokemon12,6.0,35,yellow,40,yellow
599,JohnLoc75,Rubenford,10.0,40,red,40,blue
600,JohnLoc75,naginii33,5.0,40,red,38,yellow
601,JohnnyAlbatroz,naginii33,6.0,40,blue,38,yellow
602,Pedrokemon12,naginii33,4.0,40,yellow,38,yellow
603,RuiCaneira,naginii33,4.0,40,blue,38,yellow
604,JohnnyAlbatroz,Nuxo,19.0,40,blue,40,yellow
605,JohnnyAlbatroz,RuiCaneira,8.0,40,blue,40,blue
606,Pedrokemon12,RuiCaneira,11.0,40,yellow,40,blue
607,JohnnyAlbatroz,dash13062,7.0,40,blue,38,blue
608,Jomitex,btgds,5.0,40,yellow,31,blue
609,JoniCosta,Provedor07,7.0,30,red,29,red
610,LigmaMarbles,pemimig,3.0,34,yellow,37,yellow
611,MichelJ23,pemimig,6.0,38,blue,37,yellow
612,R0das31,pemimig,3.0,33,blue,37,yellow
613,Zakiusfarinha,pemimig,3.0,38,red,37,yellow
614,naerp2606,pemimig,3.0,40,red,37,yellow
615,MastermEmpire,gymboy777,9.0,34,yellow,40,yellow
616,Miguelvidex,pedrofcsousa,2.0,32,red,33,yellow
617,SupremeMasterPT,pedrofcsousa,2.0,40,red,33,yellow
618,Mizehza,tascv,6.0,40,red,37,red
619,MrKunami,PACR2,26.0,33,yellow,32,red
620,Naikowe,joadiaf,6.0,40,yellow,36,yellow
621,Nunex64,Pekito10,40.0,40,red,40,yellow
622,Nunex64,loia16,6.0,40,red,33,red
623,Nuxo,arjarnrb,4.0,40,yellow,40,yellow
624,OrnitorrinkoXD,eumininel,4.0,36,red,32,yellow
625,PetherPT,eumininel,3.0,34,blue,32,yellow
626,PCaeiros,Sn1tram,8.0,40,red,37,yellow
627,PatoGotcha,PokeNE0N,47.0,40,blue,40,blue
628,PeterBirth,PokeNE0N,37.0,40,red,40,blue
629,PatoGotcha,j0rgersn,44.0,40,blue,40,blue
630,PeterBirth,j0rgersn,102.0,40,red,40,blue
631,PokeNE0N,j0rgersn,55.0,40,blue,40,blue
632,TinaArroyo,j0rgersn,107.0,40,red,40,blue
633,PatoGotcha,lanr912,13.0,40,blue,40,yellow
634,PeterBirth,lanr912,20.0,40,red,40,yellow
635,PokeNE0N,lanr912,15.0,40,blue,40,yellow
636,TinaArroyo,lanr912,16.0,40,red,40,yellow
637,j0rgersn,lanr912,43.0,40,blue,40,yellow
638,Pedrokemon12,xJAndr4dex,2.0,40,yellow,37,blue
639,RedAngel1904,xJAndr4dex,2.0,31,red,37,blue
640,Rubenford,xJAndr4dex,2.0,40,blue,37,blue
641,SupremeMasterPT,xJAndr4dex,2.0,40,red,37,blue
642,Pokericeira,Stultusz,18.0,40,red,40,red
643,RandomPerpect,cacanacueca,11.0,33,red,30,yellow
644,RestDragon1,rei99999,11.0,27,blue,28,red
645,RicardoLeeXc,pgms,2.0,40,red,37,red
646,SupremeMasterPT,pgms,2.0,40,red,37,red
647,RichieSanti20,aalberto22,25.0,31,yellow,34,yellow
648,Simpletongui,diverbea,22.0,39,blue,40,blue
649,SmilerPortugal,gracanelo123,22.0,40,blue,32,red
650,Stultusz,fatimagraca,7.0,40,red,34,red
651,SupremeMasterPT,couves11,33.0,40,red,37,blue
652,SupremeMasterPT,hugomartins11,2.0,40,red,28,blue
653,SupremeMasterPT,itsausername,2.0,40,red,28,red
654,SupremeMasterPT,jalavais,2.0,40,red,34,red
655,SupremeMasterPT,jonhylopes1999,2.0,40,red,31,red
656,SupremeMasterPT,julio2341,2.0,40,red,30,red
657,SupremeMasterPT,leFux,2.0,40,red,34,red
658,SupremeMasterPT,m1ndHackz,2.0,40,red,30,red
659,SupremeMasterPT,micaandrade2902,2.0,40,red,33,blue
660,SupremeMasterPT,nmvssmarques,2.0,40,red,31,red
661,SupremeMasterPT,nunosilva182,2.0,40,red,32,yellow
662,napalm4dw,nunosilva182,2.0,36,blue,32,yellow
663,SupremeMasterPT,oMarafade,2.0,40,red,29,yellow
664,SupremeMasterPT,onericardo,2.0,40,red,34,red
665,SupremeMasterPT,porodkaito,2.0,40,red,36,blue
666,SupremeMasterPT,quinete7,2.0,40,red,36,blue
667,SupremeMasterPT,rjsm87,2.0,40,red,40,yellow
668,SupremeMasterPT,shlanshan8,2.0,40,red,33,blue
669,SupremeMasterPT,vaitupt,2.0,40,red,39,red
670,SupremeMasterPT,verbal1971,2.0,40,red,38,red
671,TinaArroyo,Vlapower94,32.0,40,red,40,red
672,TinaArroyo,adiogopaiva,12.0,40,red,40,red
673,TinaArroyo,skull5492,8.0,40,red,40,blue
674,nunesrd,skull5492,6.0,40,red,40,blue
675,Vcarrega,brurib606,5.0,40,blue,40,blue
676,Vlapower94,lthejustice,8.0,40,red,36,blue
677,Whatimblack,martinero,6.0,31,blue,27,blue
678,Zetoscp,danielscgo,7.0,38,red,40,red
679,aalberto22,hyordanov,7.0,34,yellow,34,yellow
680,aalberto22,magaleska,5.0,34,yellow,40,blue
681,anajdev,fbernardo,12.0,34,blue,35,blue
682,balianx,jpcc00,4.0,39,red,36,red
683,gracanelo123,kabonga82,4.0,32,red,40,blue
684,gracanelo123,mavmgm95,22.0,32,red,34,red
685,lfdamo,nunofuckinsousa,6.0,36,blue,31,blue
686,nunesrd,ricardoiraq,4.0,40,red,40,blue
687,pda9891,ricardoiraq,5.0,40,yellow,40,blue
