date,location,hour_start,hour_end,team,level,username,red_friends,blue_friends,yellow_friends,unk_friends,lat,log
2018-07-05,rugby state,15:27,16:12,yellow,39,GetCisco,,,,1.0,38.751345,-9.162574000000001
2018-07-05,rugby state,15:27,16:12,red,40,SupremeMasterPT,,1.0,,3.0,38.751345,-9.162574000000001
2018-07-05,caixa geral de depósitos,16:11,16:56,yellow,39,CptPina,,,,,38.741729,-9.142627800000001
2018-07-05,caixa geral de depósitos,16:11,16:56,red,40,nunesrd,,,,,38.741729,-9.142627800000001
2018-07-05,cgd building,16:19,17:04,yellow,40,Gtony84,,,,,38.74123529999999,-9.140499499999999
2018-07-05,cgd building,16:19,17:04,yellow,39,CptPina,,,,,38.74123529999999,-9.140499499999999
2018-07-05,cgd building,16:19,17:04,red,40,nunesrd,,,,,38.74123529999999,-9.140499499999999
2018-07-05,casa da moeda,17:41,18:26,red,40,nunesrd,,,,,38.736748799999994,-9.1423021
2018-07-05,casa da moeda,17:41,18:26,red,40,TinaArroyo,,,,,38.736748799999994,-9.1423021
2018-07-05,casa da moeda,17:41,18:26,red,30,BrunoMatos82,,,,,38.736748799999994,-9.1423021
2018-07-05,mundo às costas,17:42,18:27,yellow,40,Gtony84,,,,,38.737503000000004,-9.147725
2018-07-05,mundo às costas,17:42,18:27,red,40,nunesrd,,,,1.0,38.737503000000004,-9.147725
2018-07-05,mundo às costas,17:42,18:27,red,40,TinaArroyo,,,,,38.737503000000004,-9.147725
2018-07-05,mundo às costas,17:42,18:27,red,30,BrunoMatos82,,,,,38.737503000000004,-9.147725
2018-07-05,jardim tristão da silva,19:34,20:19,red,37,vsamji,,,,,38.738384,-9.1247492
2018-07-05,junta de freguesia do campo grande,20:38,21:23,yellow,39,CptPina,,,,,38.757333100000004,-9.1565967
2018-07-05,junta de freguesia do campo grande,20:38,21:23,yellow,39,GetCisco,,,,1.0,38.757333100000004,-9.1565967
2018-07-05,junta de freguesia do campo grande,20:38,21:23,red,40,TinaArroyo,,,,,38.757333100000004,-9.1565967
2018-07-05,junta de freguesia do campo grande,20:38,21:23,red,30,BrunoMatos82,,,,,38.757333100000004,-9.1565967
2018-08-05,alameda fonte monumental,12:10,12:55,yellow,39,pda9891,,,,,38.7373201,-9.1302989
2018-08-05,biblioteca palácio galveias,13:11,13:56,yellow,40,Gtony84,,,,1.0,38.7416049,-9.143854699999999
2018-08-05,d. afonso henriques,16:44,17:29,red,40,SupremeMasterPT,,1.0,,3.0,38.758865500000006,-9.1553356
2018-08-05,d. afonso henriques,16:44,17:29,red,39,naerp2606,,,,,38.758865500000006,-9.1553356
2018-08-05,meal conception,17:08,17:53,red,40,TinaArroyo,,,,,38.75931920000001,-9.1551565
2018-08-05,meal conception,17:08,17:53,red,40,SupremeMasterPT,,,,,38.75931920000001,-9.1551565
2018-08-05,universitas,18:15,19:00,yellow,39,CptPina,,,,,38.75075089999999,-9.1603853
2018-08-05,universitas,18:15,19:00,red,37,vsamji,,,,,38.75075089999999,-9.1603853
2018-09-05,alameda fonte monumental,11:25,12:10,blue,40,Zecaxi,,,,,38.7373201,-9.1302989
2018-09-05,alameda fonte monumental,11:25,12:10,red,35,DannyTeixeira87,,,,1.0,38.7373201,-9.1302989
2018-09-05,alameda fonte monumental,11:25,12:10,red,30,BrunoMatos82,,,,,38.7373201,-9.1302989
2018-09-05,miradouro do monte agudo,17:36,18:21,yellow,39,CptPina,,,,,38.726071999999995,-9.1315277
2018-09-05,miradouro do monte agudo,17:36,18:21,yellow,30,aND004,,,,,38.726071999999995,-9.1315277
2018-09-05,miradouro do monte agudo,17:36,18:21,red,30,BrunoMatos82,,,,,38.726071999999995,-9.1315277
2018-09-05,biblioteca palácio galveias,18:20,19:05,yellow,40,Gtony84,,,,1.0,38.7416049,-9.143854699999999
2018-09-05,biblioteca palácio galveias,18:20,19:05,yellow,32,Oestrimni12,,,,,38.7416049,-9.143854699999999
2018-09-05,biblioteca palácio galveias,18:20,19:05,blue,35,babieu10,,,,,38.7416049,-9.143854699999999
2018-09-05,biblioteca palácio galveias,18:20,19:05,red,32,JohnFire1,,,,,38.7416049,-9.143854699999999
2018-10-05,fountain,10:05,10:50,yellow,40,Maianque,,,,,38.74610870000001,-9.1440121
2018-10-05,fountain,10:05,10:50,yellow,32,Oestrimni12,,,,,38.74610870000001,-9.1440121
2018-10-05,fountain,10:05,10:50,blue,40,Zecaxi,,,,,38.74610870000001,-9.1440121
2018-10-05,praça de londres - igreja,13:05,13:50,red,36,Rodaviva29,,,,1.0,38.740437799999995,-9.1376589
2018-10-05,wall with scenic mural,13:02,13:47,red,32,JohnFire1,,,1.0,,38.745211499999996,-9.145819099999999
2018-10-05,jardim fernando pessa,17:23,18:08,yellow,40,Gtony84,,,,,38.7433792,-9.1378066
2018-10-05,jardim fernando pessa,17:23,18:08,blue,36,Blankingdom,,,,,38.7433792,-9.1378066
2018-10-05,jardim fernando pessa,17:23,18:08,red,40,TinaArroyo,,,,,38.7433792,-9.1378066
2018-10-05,military draw,18:32,19:17,yellow,39,GetCisco,,,,,38.759252200000006,-9.155467699999999
2018-10-05,military draw,18:32,19:17,red,39,naerp2606,,,,,38.759252200000006,-9.155467699999999
2018-11-05,jardim henrique lopes mendonça,11:34,12:19,red,40,TinaArroyo,,,,,38.730306899999995,-9.144507899999999
2018-11-05,templo adventista,11:42,12:27,red,40,TinaArroyo,,,,,38.7275581,-9.1412634
2018-11-05,cemitério do alto de são joão,12:07,12:52,blue,34,play3maniac,,,,,38.7292194,-9.122533800000001
2018-11-05,cemitério do alto de são joão,12:07,12:52,red,31,BrunoMatos82,,,,,38.7292194,-9.122533800000001
2018-11-05,entrada cgd,13:16,14:01,yellow,40,Gtony84,,,,,38.7410828,-9.1490171
2018-11-05,entrada cgd,13:16,14:01,red,32,JohnFire1,,,1.0,,38.7410828,-9.1490171
2018-11-05,capitão salgueiro maia,13:16,14:01,yellow,40,Gtony84,,,,,38.740354700000005,-9.1504998
2018-11-05,alameda fonte monumental,13:37,14:22,red,36,Rodaviva29,,,,,38.7373201,-9.1302989
2018-11-05,alameda fonte monumental,13:37,14:22,red,31,BrunoMatos82,,1.0,,,38.7373201,-9.1302989
2018-11-05,metro da alameda,14:10,14:55,red,31,BrunoMatos82,,,,,38.737297999999996,-9.1340446
2018-11-05,caixa geral de depósitos,15:02,15:47,yellow,40,Gtony84,,,,,38.741729,-9.142627800000001
2018-11-05,estátua do jardim constantino,17:28,18:13,blue,40,DuartehVader,,,,1.0,38.7312605,-9.1374857
2018-11-05,d. afonso henriques,18:19,19:04,yellow,34,MaraujoAndre,,1.0,,,38.758865500000006,-9.1553356
2018-11-05,d. afonso henriques,18:19,19:04,yellow,32,BBaronz,,,,,38.758865500000006,-9.1553356
2018-12-05,praça de londres - igreja,11:44,12:29,blue,36,MarisaMyouri,,,,,38.740437799999995,-9.1376589
2018-12-05,capitão salgueiro maia,12:10,12:55,yellow,40,Gtony84,,,,,38.740354700000005,-9.1504998
2018-12-05,capitão salgueiro maia,12:10,12:55,yellow,32,Oestrimni12,,,,,38.740354700000005,-9.1504998
2018-12-05,parque josé gomes ferreira,14:25,15:10,red,40,SupremeMasterPT,,1.0,,3.0,38.7593975,-9.1302859
2018-12-05,jardim tristão da silva,17:37,18:22,red,37,vsamji,,,,,38.738384,-9.1247492
2018-12-05,naval club building,19:17,20:02,red,39,adiogopaiva,,,,2.0,38.7347606,-9.1431968
2018-12-05,edifício garrigues,19:43,20:28,yellow,40,Maianque,,,,,38.7362801,-9.145812800000002
2018-12-05,edifício garrigues,19:43,20:28,blue,40,Carnildor,,,,,38.7362801,-9.145812800000002
2018-05-13,estátua do jardim constantino,11:15,12:00,blue,40,Zecaxi,,,,,38.7312605,-9.1374857
2018-05-13,estátua do jardim constantino,11:15,12:00,red,31,BrunoMatos82,,,,,38.7312605,-9.1374857
2018-05-13,universitas,14:37,15:22,red,40,SupremeMasterPT,,1.0,,2.0,38.75075089999999,-9.1603853
2018-05-13,alameda fonte monumental,15:20,16:05,yellow,34,MaraujoAndre,,1.0,,,38.7373201,-9.1302989
2018-05-13,alameda fonte monumental,15:20,16:05,red,40,EduJMac,,,,,38.7373201,-9.1302989
2018-05-13,alameda fonte monumental,15:20,16:05,red,39,Nunex64,,,,,38.7373201,-9.1302989
2018-05-13,praça de londres - igreja,15:38,16:23,yellow,40,Pekito10,,,,,38.740437799999995,-9.1376589
2018-05-13,praça de londres - igreja,15:38,16:23,red,40,nunesrd,,,,,38.740437799999995,-9.1376589
2018-05-13,praça de londres - igreja,15:38,16:23,red,39,Nunex64,,,,1.0,38.740437799999995,-9.1376589
2018-05-13,casa da moeda,16:43,17:28,yellow,40,Pekito10,,,,,38.736748799999994,-9.1423021
2018-05-13,casa da moeda,16:43,17:28,red,40,nunesrd,,,1.0,,38.736748799999994,-9.1423021
2018-05-13,casa da moeda,16:43,17:28,red,39,Nunex64,,,,,38.736748799999994,-9.1423021
2018-05-13,biblioteca palácio galveias,17:15,18:00,blue,39,SeIIene,,,,,38.7416049,-9.143854699999999
2018-05-13,biblioteca palácio galveias,17:15,18:00,red,40,nunesrd,,,,1.0,38.7416049,-9.143854699999999
2018-05-13,biblioteca palácio galveias,17:15,18:00,red,40,TinaArroyo,,,,,38.7416049,-9.143854699999999
2018-05-13,biblioteca palácio galveias,17:15,18:00,red,39,Nunex64,,,,,38.7416049,-9.143854699999999
2018-05-13,casa da moeda,18:17,19:02,yellow,40,Pekito10,,,,,38.736748799999994,-9.1423021
2018-05-13,casa da moeda,18:17,19:02,yellow,33,Oestrimni12,,,,,38.736748799999994,-9.1423021
2018-05-13,casa da moeda,18:17,19:02,red,40,nunesrd,,,,,38.736748799999994,-9.1423021
2018-05-13,casa da moeda,18:17,19:02,red,39,Nunex64,,,,,38.736748799999994,-9.1423021
2018-05-13,casa da moeda,18:17,19:02,red,36,Rodaviva29,,,,,38.736748799999994,-9.1423021
2018-05-13,cgd building,18:31,19:16,yellow,40,Pekito10,,,,,38.74123529999999,-9.140499499999999
2018-05-13,cgd building,18:31,19:16,yellow,33,Oestrimni12,,,,,38.74123529999999,-9.140499499999999
2018-05-13,cgd building,18:31,19:16,yellow,30,aND004,,,,,38.74123529999999,-9.140499499999999
2018-05-13,cgd building,18:31,19:16,red,40,nunesrd,,,,,38.74123529999999,-9.140499499999999
2018-05-13,alameda fonte monumental,18:26,19:11,yellow,30,aND004,,,,1.0,38.7373201,-9.1302989
2018-05-13,naval club building,19:27,20:12,blue,39,SeIIene,,,,,38.7347606,-9.1431968
2018-05-13,naval club building,19:27,20:12,red,40,TinaArroyo,,,,,38.7347606,-9.1431968
2018-05-13,naval club building,19:27,20:12,red,40,nunesrd,,,,,38.7347606,-9.1431968
2018-05-13,roma areeiro (na av de roma),19:31,20:16,blue,30,Belchior11,,,,,38.745607,-9.13582622749874
2018-05-13,roma areeiro (na av de roma),19:31,20:16,red,40,nunesrd,,,,,38.745607,-9.13582622749874
2018-05-14,conto de fadas,12:37,13:22,yellow,40,Gtony84,,,,,38.736506299999995,-9.1522902
2018-05-14,fountain,13:36,14:21,blue,40,Zecaxi,,,,,38.74610870000001,-9.1440121
2018-05-14,fountain,13:36,14:21,blue,36,Blankingdom,,,,,38.74610870000001,-9.1440121
2018-05-14,fountain,13:36,14:21,red,39,MaggieSCP,,,,1.0,38.74610870000001,-9.1440121
2018-05-14,playground on the wall,17:38,18:23,red,40,nunesrd,,,,1.0,38.7562646,-9.1489095
2018-05-14,no head statue,17:29,18:14,red,36,Rodaviva29,,,,4.0,38.7359678,-9.1496065
2018-05-14,cgd building,18:15,19:00,yellow,40,Gtony84,,,,,38.74123529999999,-9.140499499999999
2018-05-14,cgd building,18:15,19:00,yellow,34,MaraujoAndre,,,,,38.74123529999999,-9.140499499999999
2018-05-14,cgd building,18:15,19:00,yellow,30,aND004,,,,,38.74123529999999,-9.140499499999999
2018-05-14,cgd building,18:15,19:00,red,40,nunesrd,,,,,38.74123529999999,-9.140499499999999
2018-05-14,jardim fernando pessa,18:25,19:10,yellow,34,MaraujoAndre,,,,,38.7433792,-9.1378066
2018-05-14,jardim fernando pessa,18:25,19:10,blue,39,XPTy11323,,,,,38.7433792,-9.1378066
2018-05-14,jardim fernando pessa,18:25,19:10,red,40,frenzy73,,,,,38.7433792,-9.1378066
2018-05-14,jardim fernando pessa,18:25,19:10,red,40,ojoaogomes,,,,,38.7433792,-9.1378066
2018-05-14,alameda fonte monumental,19:09,19:54,yellow,34,MaraujoAndre,,,,,38.7373201,-9.1302989
2018-05-14,alameda fonte monumental,19:09,19:54,blue,39,XPTy11323,,,,,38.7373201,-9.1302989
2018-05-14,alameda fonte monumental,19:09,19:54,red,40,ojoaogomes,,,,,38.7373201,-9.1302989
2018-05-14,alameda fonte monumental,19:09,19:54,red,40,SupremeMasterPT,,1.0,,2.0,38.7373201,-9.1302989
2018-05-14,estátua do jardim constantino,19:37,20:22,yellow,39,CptPina,,,,,38.7312605,-9.1374857
2018-05-14,estátua do jardim constantino,19:37,20:22,yellow,37,MrYellowMonkeYy,,,,,38.7312605,-9.1374857
2018-05-14,estátua do jardim constantino,19:37,20:22,blue,34,gbuzz85,,,,1.0,38.7312605,-9.1374857
2018-05-14,estátua do jardim constantino,19:37,20:22,red,40,nunesrd,,,,1.0,38.7312605,-9.1374857
2018-05-14,estátua do jardim constantino,19:37,20:22,red,40,SupremeMasterPT,,1.0,,2.0,38.7312605,-9.1374857
2018-05-14,estátua do jardim constantino,19:37,20:22,red,40,ojoaogomes,,,,,38.7312605,-9.1374857
2018-05-14,estátua do jardim constantino,19:37,20:22,red,40,TinaArroyo,,,,,38.7312605,-9.1374857
2018-05-14,estátua do jardim constantino,19:37,20:22,red,39,MaggieSCP,,,,1.0,38.7312605,-9.1374857
2018-05-14,estátua do jardim constantino,19:37,20:22,red,36,Ruyson,,,,,38.7312605,-9.1374857
2018-05-14,parque josé gomes ferreira,20:39,21:24,yellow,34,MaraujoAndre,,,,,38.7593975,-9.1302859
2018-05-14,parque josé gomes ferreira,20:39,21:24,blue,40,jobesanitas,,,,,38.7593975,-9.1302859
2018-05-14,parque josé gomes ferreira,20:39,21:24,red,40,TinaArroyo,,,,,38.7593975,-9.1302859
2018-05-14,parque josé gomes ferreira,20:39,21:24,red,40,nunesrd,,,,,38.7593975,-9.1302859
2018-05-14,parque josé gomes ferreira,20:39,21:24,red,39,Nunex64,,,,1.0,38.7593975,-9.1302859
2018-05-15,balance mural,12:40,13:25,red,31,BrunoMatos82,,,,,38.7310973,-9.1330359
2018-05-15,1º de maio,14:43,15:28,red,32,loia16,,,,,38.751848700000004,-9.1376726
2018-05-15,contrapunto,14:31,15:16,yellow,29,GrimoireHollow,,,,,38.73835029999999,-9.1389344
2018-05-15,contrapunto,14:31,15:16,blue,40,Zecaxi,,,,,38.73835029999999,-9.1389344
2018-05-15,contrapunto,14:31,15:16,red,40,SupremeMasterPT,,,,2.0,38.73835029999999,-9.1389344
2018-05-15,casa da moeda,15:30,16:15,blue,38,Tsukiman,,,,1.0,38.736748799999994,-9.1423021
2018-05-15,casa da moeda,15:30,16:15,red,40,SupremeMasterPT,,1.0,,2.0,38.736748799999994,-9.1423021
2018-05-15,jardim tristão da silva,17:03,17:48,yellow,39,CptPina,,,,2.0,38.738384,-9.1247492
2018-05-15,jardim tristão da silva,17:03,17:48,red,40,TinaArroyo,,,,,38.738384,-9.1247492
2018-05-15,jardim tristão da silva,17:03,17:48,red,40,nunesrd,,,,,38.738384,-9.1247492
2018-05-15,jardim tristão da silva,17:03,17:48,red,32,RaJoGaSa,,,,,38.738384,-9.1247492
2018-05-15,street art pillar,18:08,18:53,red,32,BrunoMatos82,,,,,38.737424100000005,-9.1336211
2018-05-15,estátua do jardim constantino,18:07,18:52,red,40,nunesrd,,,,1.0,38.7312605,-9.1374857
2018-05-15,estátua do jardim constantino,18:07,18:52,red,40,ojoaogomes,,,,,38.7312605,-9.1374857
2018-05-15,estátua do jardim constantino,18:07,18:52,red,40,frenzy73,,,,,38.7312605,-9.1374857
2018-05-15,estátua do jardim constantino,18:07,18:52,red,32,BrunoMatos82,,,,,38.7312605,-9.1374857
2018-05-15,junta de freguesia do campo grande,19:20,20:05,yellow,39,GetCisco,,,,1.0,38.757333100000004,-9.1565967
2018-05-15,junta de freguesia do campo grande,19:20,20:05,yellow,32,BBaronz,,,,,38.757333100000004,-9.1565967
2018-05-15,junta de freguesia do campo grande,19:20,20:05,blue,34,miknu2k14,,,,,38.757333100000004,-9.1565967
2018-05-15,junta de freguesia do campo grande,19:20,20:05,blue,31,Belchior11,,,,,38.757333100000004,-9.1565967
2018-05-15,jardim tristão da silva,20:18,21:03,red,37,vsamji,,,,,38.738384,-9.1247492
2018-05-15,jardim tristão da silva,20:18,21:03,red,32,RaJoGaSa,,,,,38.738384,-9.1247492
2018-05-16,ad ephemeran gloriam,09:33,10:18,red,35,DannyTeixeira87,,,,1.0,38.737123499999996,-9.1362427
2018-05-16,cgd building,12:02,12:47,yellow,40,Gtony84,,,,,38.74123529999999,-9.140499499999999
2018-05-16,cgd building,12:02,12:47,red,35,DannyTeixeira87,,,,1.0,38.74123529999999,-9.140499499999999
2018-05-16,street art pillar,12:20,13:05,yellow,40,Maianque,,,,,38.737424100000005,-9.1336211
2018-05-16,street art pillar,12:20,13:05,red,35,DannyTeixeira87,,,,1.0,38.737424100000005,-9.1336211
2018-05-16,templo adventista,16:25,17:10,yellow,40,CptPina,,,,1.0,38.7275581,-9.1412634
2018-05-16,templo adventista,16:25,17:10,red,40,TinaArroyo,,,,,38.7275581,-9.1412634
2018-05-16,templo adventista,16:25,17:10,red,35,DannyTeixeira87,,,,1.0,38.7275581,-9.1412634
2018-05-16,azulejos luísa de gusmão,16:27,17:12,yellow,40,CptPina,,,,1.0,38.727022,-9.1306989
2018-05-16,são joão de deus,20:10,20:55,yellow,32,BBaronz,,,,,38.745199299999996,-9.1365234
2018-05-16,são joão de deus,20:10,20:55,blue,36,Blankingdom,,,,,38.745199299999996,-9.1365234
2018-05-16,são joão de deus,20:10,20:55,red,40,TinaArroyo,,1.0,,,38.745199299999996,-9.1365234
2018-05-17,globo fcul,10:45,11:30,yellow,35,MaraujoAndre,,1.0,,,38.7562312,-9.1574586
2018-05-17,ad ephemeran gloriam,11:27,12:12,yellow,35,MaraujoAndre,,1.0,,,38.737123499999996,-9.1362427
2018-05-17,the two bears,13:26,14:11,red,35,DannyTeixeira87,,,,,38.731207399999995,-9.1271431
2018-05-17,contrapunto,16:10,16:55,red,39,Nunex64,,,,,38.73835029999999,-9.1389344
2018-05-17,fountain,16:25,17:10,yellow,35,Naikowe,,,,,38.74610870000001,-9.1440121
2018-05-17,fountain,16:25,17:10,yellow,33,Oestrimni12,,,,,38.74610870000001,-9.1440121
2018-05-17,fountain,16:25,17:10,red,40,nunesrd,,,,1.0,38.74610870000001,-9.1440121
2018-05-17,fountain,16:25,17:10,red,32,PokeGuiba,,,,1.0,38.74610870000001,-9.1440121
2018-05-17,use solar power street art,18:34,19:19,yellow,40,MARTYMTEYXEYRA,,,,,38.7415874,-9.1303695
2018-05-17,use solar power street art,18:34,19:19,yellow,35,Naikowe,,,,,38.7415874,-9.1303695
2018-05-17,use solar power street art,18:34,19:19,yellow,30,aND004,,,,,38.7415874,-9.1303695
2018-05-17,use solar power street art,18:34,19:19,blue,40,Zecaxi,,,,,38.7415874,-9.1303695
2018-05-17,use solar power street art,18:34,19:19,red,40,frenzy73,,,,,38.7415874,-9.1303695
2018-05-17,use solar power street art,18:34,19:19,red,37,vsamji,,,,,38.7415874,-9.1303695
2018-05-18,ad ephemeran gloriam,11:01,11:46,yellow,40,CptPina,,,,1.0,38.737123499999996,-9.1362427
2018-05-18,old tile,11:19,12:04,red,40,SupremeMasterPT,,1.0,,2.0,38.7381223,-9.1546119
2018-05-18,fountain,13:09,13:54,yellow,40,CptPina,,,,,38.74610870000001,-9.1440121
2018-05-18,fountain,13:09,13:54,blue,40,Carnildor,,,,,38.74610870000001,-9.1440121
2018-05-18,fountain,13:09,13:54,blue,39,JMota1994,,,,,38.74610870000001,-9.1440121
2018-05-18,ad ephemeran gloriam,15:28,16:13,yellow,35,MaraujoAndre,,1.0,,,38.737123499999996,-9.1362427
2018-05-18,ad ephemeran gloriam,15:28,16:13,blue,39,SeIIene,,,,,38.737123499999996,-9.1362427
2018-05-18,ad ephemeran gloriam,15:28,16:13,red,36,Rodaviva29,,,,,38.737123499999996,-9.1362427
2018-05-18,ad ephemeran gloriam,15:28,16:13,red,35,DannyTeixeira87,,,,1.0,38.737123499999996,-9.1362427
2018-05-18,street art pillar,17:00,17:45,yellow,40,pbent0,,1.0,,1.0,38.737424100000005,-9.1336211
2018-05-18,street art pillar,17:00,17:45,red,32,RaJoGaSa,,,,,38.737424100000005,-9.1336211
2018-05-18,sculpture at parque da bela vista,18:03,18:48,yellow,35,Naikowe,,,,,38.750577500000006,-9.1243703
2018-05-18,sculpture at parque da bela vista,18:03,18:48,blue,36,Blankingdom,,,,,38.750577500000006,-9.1243703
2018-05-18,sculpture at parque da bela vista,18:03,18:48,red,40,TinaArroyo,,1.0,,1.0,38.750577500000006,-9.1243703
2018-05-18,mocho,18:33,19:18,yellow,35,Naikowe,,,,,38.7448542,-9.1229615
2018-05-18,mocho,18:33,19:18,blue,36,Blankingdom,,,,,38.7448542,-9.1229615
2018-05-18,mocho,18:33,19:18,red,39,Nunex64,,,,1.0,38.7448542,-9.1229615
2018-05-18,mocho,18:33,19:18,red,37,vsamji,,,,,38.7448542,-9.1229615
2018-05-18,cemitério do alto de são joão,19:15,20:00,yellow,35,Naikowe,,,,,38.7292194,-9.122533800000001
2018-05-18,cemitério do alto de são joão,19:15,20:00,red,40,TinaArroyo,,,,,38.7292194,-9.122533800000001
2018-05-18,estátua de calouste gulbenkian,20:06,20:51,yellow,33,Oestrimni12,,,,,38.7372914,-9.155955300000002
2018-05-18,use solar power street art,20:12,20:57,yellow,35,Naikowe,,,,,38.7415874,-9.1303695
2018-05-18,edifício folhas verdes,20:17,21:02,blue,34,Nymrdc,,,,,38.7226,-9.1334267
2018-05-19,junta de freguesia do campo grande,09:23,10:08,red,32,BrunoMatos82,,,,2.0,38.757333100000004,-9.1565967
2018-05-19,ad ephemeran gloriam,15:30,16:15,blue,40,Zecaxi,,,,,38.737123499999996,-9.1362427
2018-05-19,ad ephemeran gloriam,15:30,16:15,red,32,PokeGuiba,,,,1.0,38.737123499999996,-9.1362427
2018-05-19,alameda fonte monumental,16:31,17:16,red,32,BrunoMatos82,,,,,38.7373201,-9.1302989
2018-05-19,alameda fonte monumental,16:31,17:16,red,32,PokeGuiba,,,,1.0,38.7373201,-9.1302989
2018-05-19,deconstructed statue @ gulbenkian gardens,17:13,17:58,red,40,TinaArroyo,,2.0,,3.0,38.7386403,-9.153367999999999
2018-05-19,use solar power street art,19:07,19:52,yellow,33,Oestrimni12,,,,,38.7415874,-9.1303695
2018-05-19,jardim fernando pessa,19:21,20:06,yellow,40,Maianque,,,,,38.7433792,-9.1378066
2018-05-19,jardim fernando pessa,19:21,20:06,yellow,33,Oestrimni12,,,,,38.7433792,-9.1378066
2018-05-19,jardim fernando pessa,19:21,20:06,red,39,Nunex64,,,,,38.7433792,-9.1378066
2018-05-19,praça de londres - igreja,20:04,20:49,yellow,33,Oestrimni12,,,,,38.740437799999995,-9.1376589
2018-05-20,jardim tristão da silva,10:31,11:16,yellow,40,Gtony84,,,,,38.738384,-9.1247492
2018-05-20,jardim tristão da silva,10:31,11:16,yellow,40,CptPina,,,,,38.738384,-9.1247492
2018-05-20,jardim tristão da silva,10:31,11:16,red,40,nunesrd,,,,,38.738384,-9.1247492
2018-05-20,painel da estação das olaias,11:08,11:53,yellow,40,Gtony84,,,,,38.7401456,-9.124184800000002
2018-05-20,painel da estação das olaias,11:08,11:53,yellow,40,CptPina,,,,,38.7401456,-9.124184800000002
2018-05-20,painel da estação das olaias,11:08,11:53,red,40,nunesrd,,,,,38.7401456,-9.124184800000002
2018-05-20,use solar power street art,11:11,11:56,yellow,40,CptPina,,,,,38.7415874,-9.1303695
2018-05-20,use solar power street art,11:11,11:56,red,40,nunesrd,,,,,38.7415874,-9.1303695
2018-05-20,são joão de deus,13:24,14:09,yellow,40,Maianque,,,,,38.745199299999996,-9.1365234
2018-05-20,são joão de deus,13:24,14:09,yellow,33,Oestrimni12,,,,,38.745199299999996,-9.1365234
2018-05-20,são joão de deus,13:24,14:09,yellow,32,aND004,1.0,,,,38.745199299999996,-9.1365234
2018-05-20,são joão de deus,13:24,14:09,blue,40,Phabiolous,1.0,,,,38.745199299999996,-9.1365234
2018-05-20,são joão de deus,13:24,14:09,blue,36,Blankingdom,,,,,38.745199299999996,-9.1365234
2018-05-20,são joão de deus,13:24,14:09,red,40,nunesrd,,,,1.0,38.745199299999996,-9.1365234
2018-05-20,são joão de deus,13:24,14:09,red,40,TinaArroyo,,,,,38.745199299999996,-9.1365234
2018-05-20,são joão de deus,13:24,14:09,red,39,Nunex64,,,,1.0,38.745199299999996,-9.1365234
2018-05-20,junta de freguesia penha de frança,13:12,13:57,blue,40,Phabiolous,,,,,38.7313664,-9.1267702
2018-05-20,actor antonio pedro (campo grande),13:44,14:29,red,40,nunesrd,,,,1.0,38.7506099,-9.1495299
2018-05-20,estátua de calouste gulbenkian,14:33,15:18,yellow,39,GOhellbabeGO,,,,,38.7372914,-9.155955300000002
2018-05-20,praça de londres - igreja,16:24,17:09,yellow,36,Naikowe,,,,,38.740437799999995,-9.1376589
2018-05-20,praça de londres - igreja,16:24,17:09,yellow,32,aND004,,,,,38.740437799999995,-9.1376589
2018-05-20,praça de londres - igreja,16:24,17:09,blue,35,Elfskull,,,,,38.740437799999995,-9.1376589
2018-05-20,praça de londres - igreja,16:24,17:09,red,40,EduJMac,,,,,38.740437799999995,-9.1376589
2018-05-20,praça de londres - igreja,16:24,17:09,red,32,PokeGuiba,,,,1.0,38.740437799999995,-9.1376589
2018-05-21,alameda fonte monumental,10:38,11:23,blue,40,Carnildor,,,,,38.7373201,-9.1302989
2018-05-21,alameda fonte monumental,10:38,11:23,blue,39,JMota1994,,,,,38.7373201,-9.1302989
2018-05-21,alameda fonte monumental,10:38,11:23,blue,39,SeIIene,,,,,38.7373201,-9.1302989
2018-05-21,the gate,13:40,14:25,blue,34,Simpletongui,,,,,38.7349362,-9.1528446
2018-05-21,the gate,13:45,14:30,red,40,SupremeMasterPT,,1.0,,3.0,38.7349362,-9.1528446
2018-05-21,caixa geral de depósitos,14:37,15:22,yellow,35,MaraujoAndre,,1.0,,,38.741729,-9.142627800000001
2018-05-21,caixa geral de depósitos,14:37,15:22,blue,37,xiiRuta,,,,2.0,38.741729,-9.142627800000001
2018-05-21,caixa geral de depósitos,14:37,15:22,blue,35,Elfskull,,,,,38.741729,-9.142627800000001
2018-05-21,caixa geral de depósitos,14:37,15:22,blue,34,Simpletongui,,,,,38.741729,-9.142627800000001
2018-05-21,cgd building,14:38,15:23,yellow,35,MaraujoAndre,,1.0,,,38.74123529999999,-9.140499499999999
2018-05-21,cgd building,14:38,15:23,blue,37,xiiRuta,,,,2.0,38.74123529999999,-9.140499499999999
2018-05-21,cgd building,14:38,15:23,blue,34,Simpletongui,,,,,38.74123529999999,-9.140499499999999
2018-05-21,casa da moeda,15:30,16:15,yellow,35,MaraujoAndre,,1.0,,,38.736748799999994,-9.1423021
2018-05-21,casa da moeda,15:30,16:15,blue,32,NeeloBullet,,,,1.0,38.736748799999994,-9.1423021
2018-05-21,casa da moeda,15:30,16:15,red,40,SupremeMasterPT,,1.0,,2.0,38.736748799999994,-9.1423021
2018-05-21,casa da moeda,15:30,16:15,red,32,PokeGuiba,,,,1.0,38.736748799999994,-9.1423021
