date,location,hour_start,hour_end,team,level,username,red_friends,blue_friends,yellow_friends,unk_friends,lat,log
2018-05-08,street art pillar,17:08,17:53,yellow,40,Kiooss,,,,,38.737424100000005,-9.1336211
2018-05-08,street art pillar,17:08,17:53,yellow,40,Tifimeco,,,,,38.737424100000005,-9.1336211
2018-05-08,street art pillar,17:08,17:53,blue,40,JMota1994,,,,,38.737424100000005,-9.1336211
2018-05-08,street art pillar,17:08,17:53,red,40,SrJMK,,1.0,,,38.737424100000005,-9.1336211
2018-05-08,praça de londres - igreja,17:03,17:48,blue,40,JMota1994,,,,,38.740437799999995,-9.1376589
2018-05-08,praça de londres - igreja,17:03,17:48,blue,40,Zecaxi,,,,,38.740437799999995,-9.1376589
2018-05-08,old tile,19:02,19:47,yellow,40,lanr912,,,,1.0,38.7381223,-9.1546119
2018-05-08,old tile,19:02,19:47,yellow,40,Maianque,,,,1.0,38.7381223,-9.1546119
2018-05-08,old tile,19:02,19:47,blue,40,j0rgersn,,,,,38.7381223,-9.1546119
2018-05-08,old tile,19:02,19:47,blue,40,PatoGotcha,,,,,38.7381223,-9.1546119
2018-05-08,old tile,19:02,19:47,red,40,TinaArroyo,,,,,38.7381223,-9.1546119
2018-05-08,old tile,19:02,19:47,red,36,Danyuny,,,,1.0,38.7381223,-9.1546119
2018-05-08,metro da alameda,20:19,21:04,yellow,40,SilverSilverSil,,,,,38.737297999999996,-9.1340446
2018-05-08,metro da alameda,20:19,21:04,blue,40,j0rgersn,,,1.0,,38.737297999999996,-9.1340446
2018-05-08,metro da alameda,20:19,21:04,blue,40,akaziga,,,,,38.737297999999996,-9.1340446
2018-05-08,metro da alameda,20:19,21:04,blue,40,SeIIene,,,,,38.737297999999996,-9.1340446
2018-05-08,metro da alameda,20:19,21:04,blue,39,Elfskull,,,,,38.737297999999996,-9.1340446
2018-05-08,metro da alameda,20:19,21:04,red,40,SrJMK,,,,,38.737297999999996,-9.1340446
2018-05-08,metro da alameda,20:19,21:04,red,38,Dumaspe,,,,,38.737297999999996,-9.1340446
2018-05-08,metro da alameda,20:19,21:04,red,36,Danyuny,,,,1.0,38.737297999999996,-9.1340446
2018-06-08,naval club building,14:11,14:56,yellow,35,Coolbreezexz123,,,,,38.7347606,-9.1431968
2018-06-08,street art pillar,16:13,16:58,red,39,Luissolmar,,,,,38.737424100000005,-9.1336211
2018-06-08,street art pillar,16:13,16:58,red,32,gracanelo123,,,,1.0,38.737424100000005,-9.1336211
2018-06-08,mercado de alvalade,18:02,18:47,blue,37,miknu2k14,,,,,38.75575870000001,-9.1398436
2018-06-08,the gate,19:12,19:57,yellow,40,CptPina,1.0,,,1.0,38.7349362,-9.1528446
2018-06-08,the gate,19:12,19:57,yellow,40,joaosr1989,,,,,38.7349362,-9.1528446
2018-06-08,the gate,19:12,19:57,yellow,34,HenriqueJaime,,,,,38.7349362,-9.1528446
2018-06-08,the gate,19:12,19:57,yellow,32,Crucefix,,,,,38.7349362,-9.1528446
2018-06-08,the gate,19:12,19:57,blue,40,Pokerrapxim,1.0,,,,38.7349362,-9.1528446
2018-06-08,the gate,19:12,19:57,blue,40,PatoGotcha,,,,,38.7349362,-9.1528446
2018-06-08,junta de freguesia penha de frança,20:42,21:27,blue,37,Simpletongui,,,,,38.7313664,-9.1267702
2018-06-08,junta de freguesia penha de frança,20:42,21:27,blue,36,Jeovadocrl,2.0,,1.0,2.0,38.7313664,-9.1267702
2018-06-08,junta de freguesia penha de frança,20:42,21:27,red,39,Luissolmar,,,,,38.7313664,-9.1267702
2018-06-08,junta de freguesia penha de frança,20:42,21:27,red,32,gracanelo123,,,,2.0,38.7313664,-9.1267702
2018-07-08,estátua do jardim constantino,11:39,12:24,yellow,40,CptPina,,1.0,,,38.7312605,-9.1374857
2018-07-08,estátua do jardim constantino,11:39,12:24,yellow,39,PokeAcoriano,,,,,38.7312605,-9.1374857
2018-07-08,estátua do jardim constantino,11:39,12:24,blue,33,NeXXeNpt,,,,,38.7312605,-9.1374857
2018-07-08,1º de maio,16:31,17:16,blue,40,XPTy11323,,,,,38.751848700000004,-9.1376726
2018-07-08,são joão de deus,16:35,17:20,yellow,40,CptPina,,,,,38.745199299999996,-9.1365234
2018-07-08,são joão de deus,16:35,17:20,yellow,32,xCeefour,,,,,38.745199299999996,-9.1365234
2018-07-08,são joão de deus,16:35,17:20,blue,40,JMota1994,,,,,38.745199299999996,-9.1365234
2018-07-08,são joão de deus,16:35,17:20,blue,40,Pokerrapxim,,,,,38.745199299999996,-9.1365234
2018-07-08,the gate,17:20,18:05,blue,40,Pokerrapxim,,,,,38.7349362,-9.1528446
2018-07-08,the gate,17:20,18:05,blue,40,AshNestum,,,,,38.7349362,-9.1528446
2018-07-08,the gate,17:20,18:05,red,38,Marco2345678,,,,,38.7349362,-9.1528446
2018-07-08,casa da moeda,17:15,18:00,yellow,35,Coolbreezexz123,,,,,38.736748799999994,-9.1423021
2018-07-08,casa da moeda,17:15,18:00,yellow,34,Wizardmeister,,2.0,,1.0,38.736748799999994,-9.1423021
2018-07-08,metro da alameda,18:11,18:56,yellow,40,Jomitex,,,,1.0,38.737297999999996,-9.1340446
2018-07-08,metro da alameda,18:11,18:56,yellow,33,poketabom,,,,2.0,38.737297999999996,-9.1340446
2018-07-08,metro da alameda,18:11,18:56,red,40,frenzy73,,,,,38.737297999999996,-9.1340446
2018-07-08,metro da alameda,18:11,18:56,yellow,40,TEMPLUSMASTER,,,,,38.737297999999996,-9.1340446
2018-07-08,metro da alameda,18:11,18:56,yellow,33,poketabom,,,,1.0,38.737297999999996,-9.1340446
2018-07-08,metro da alameda,18:11,18:56,blue,40,AshNestum,,,,,38.737297999999996,-9.1340446
2018-07-08,metro da alameda,18:11,18:56,blue,40,JMota1994,,,,,38.737297999999996,-9.1340446
2018-07-08,metro da alameda,18:11,18:56,blue,39,Elfskull,,,,,38.737297999999996,-9.1340446
2018-07-08,metro da alameda,18:11,18:56,red,36,Danyuny,,,,1.0,38.737297999999996,-9.1340446
2018-07-08,deconstructed statue @ gulbenkian gardens,18:09,18:54,red,40,ojoaogomes,,,,,38.7386403,-9.153367999999999
2018-07-08,mercado de alvalade,20:21,21:06,yellow,34,Marcio699,,,,,38.75575870000001,-9.1398436
2018-07-08,mercado de alvalade,20:21,21:06,blue,40,j0rgersn,,,,,38.75575870000001,-9.1398436
2018-07-08,mercado de alvalade,20:21,21:06,red,40,TinaArroyo,,,,,38.75575870000001,-9.1398436
2018-08-08,old tile,16:14,16:59,blue,34,mavericksurf000,,,,,38.7381223,-9.1546119
2018-08-08,old tile,16:14,16:59,red,40,Lagareiro,,,,,38.7381223,-9.1546119
2018-08-08,old tile,16:14,16:59,red,40,Mizehza,,,,,38.7381223,-9.1546119
2018-08-08,jardim henrique lopes mendonça,17:39,18:24,yellow,40,joaosr1989,,,,,38.730306899999995,-9.144507899999999
2018-08-08,jardim henrique lopes mendonça,17:39,18:24,yellow,40,CptPina,,,,,38.730306899999995,-9.144507899999999
2018-08-08,jardim henrique lopes mendonça,17:39,18:24,blue,40,PokeNE0N,,,,,38.730306899999995,-9.144507899999999
2018-08-08,jardim henrique lopes mendonça,17:39,18:24,blue,40,j0rgersn,1.0,,,,38.730306899999995,-9.144507899999999
2018-08-08,jardim henrique lopes mendonça,17:39,18:24,blue,40,DuartehVader,,,,,38.730306899999995,-9.144507899999999
2018-08-08,jardim henrique lopes mendonça,17:39,18:24,blue,40,SeIIene,,,,,38.730306899999995,-9.144507899999999
2018-08-08,the gate,18:02,18:47,blue,40,j0rgersn,1.0,,,,38.7349362,-9.1528446
2018-08-08,the gate,18:02,18:47,blue,40,PokeNE0N,,,,,38.7349362,-9.1528446
2018-08-08,the gate,18:02,18:47,blue,40,DuartehVader,,,,,38.7349362,-9.1528446
2018-08-08,the gate,18:02,18:47,blue,40,SeIIene,,,,,38.7349362,-9.1528446
2018-08-08,the gate,18:02,18:47,blue,33,Belchior11,,,,1.0,38.7349362,-9.1528446
2018-08-08,the gate,18:02,18:47,red,40,nunesrd,,,,,38.7349362,-9.1528446
2018-08-08,the two bears,18:32,19:17,yellow,34,Marcio699,,,,,38.731207399999995,-9.1271431
2018-08-08,the two bears,18:32,19:17,red,32,Ninnffaj,,,,,38.731207399999995,-9.1271431
2018-08-08,fountain,19:02,19:47,blue,40,PokeNE0N,,,,,38.74610870000001,-9.1440121
2018-08-08,fountain,19:02,19:47,blue,40,j0rgersn,2.0,,1.0,,38.74610870000001,-9.1440121
2018-08-08,fountain,19:02,19:47,red,40,nunesrd,,,,,38.74610870000001,-9.1440121
2018-08-08,estátua do jardim constantino,19:32,20:17,blue,40,j0rgersn,1.0,,,,38.7312605,-9.1374857
2018-08-08,estátua do jardim constantino,19:32,20:17,blue,40,PokeNE0N,,,,,38.7312605,-9.1374857
2018-08-08,estátua do jardim constantino,19:32,20:17,red,40,IgroIgor,,1.0,,,38.7312605,-9.1374857
2018-08-08,estátua do jardim constantino,19:32,20:17,red,40,TinaArroyo,,,,,38.7312605,-9.1374857
2018-08-08,quinta das conchas - mansão,19:35,20:20,yellow,40,Kiooss,1.0,,,,38.768348700000004,-9.153359
2018-08-08,quinta das conchas - mansão,19:35,20:20,yellow,35,HenriqueJaime,,,,,38.768348700000004,-9.153359
2018-08-08,quinta das conchas - mansão,19:35,20:20,blue,40,SaraSCZ,1.0,,,1.0,38.768348700000004,-9.153359
2018-08-08,instituto de medicina molecular,19:29,20:14,red,39,vsamji,,,,,38.746936600000005,-9.1614696
2018-08-08,jardim fernando pessa,20:11,20:56,blue,40,j0rgersn,1.0,,,,38.7433792,-9.1378066
2018-09-08,jardim henrique lopes mendonça,13:12,13:57,yellow,40,lanr912,,,,1.0,38.730306899999995,-9.144507899999999
2018-09-08,jardim henrique lopes mendonça,13:12,13:57,blue,40,PatoGotcha,,,,1.0,38.730306899999995,-9.144507899999999
2018-09-08,jardim henrique lopes mendonça,13:12,13:57,blue,40,DuartehVader,,,,,38.730306899999995,-9.144507899999999
2018-09-08,the two bears,15:15,16:00,red,39,Luissolmar,,,,,38.731207399999995,-9.1271431
2018-09-08,deconstructed statue @ gulbenkian gardens,16:13,16:58,blue,40,carlitosmigff7,,,,1.0,38.7386403,-9.153367999999999
2018-09-08,deconstructed statue @ gulbenkian gardens,16:13,16:58,blue,40,DFino,1.0,,,,38.7386403,-9.153367999999999
2018-09-08,deconstructed statue @ gulbenkian gardens,16:13,16:58,red,40,Lagareiro,,,,,38.7386403,-9.153367999999999
2018-09-08,estátua do jardim constantino,16:36,17:21,yellow,40,pda9891,,,,,38.7312605,-9.1374857
2018-09-08,estátua do jardim constantino,16:36,17:21,yellow,39,Naikowe,,,,,38.7312605,-9.1374857
2018-09-08,estátua do jardim constantino,16:36,17:21,yellow,35,Coolbreezexz123,,1.0,,1.0,38.7312605,-9.1374857
2018-09-08,estátua do jardim constantino,16:36,17:21,blue,40,AshNestum,,,,,38.7312605,-9.1374857
2018-09-08,estátua do jardim constantino,16:36,17:21,blue,40,PauDourado,,,,,38.7312605,-9.1374857
2018-09-08,estátua do jardim constantino,16:36,17:21,blue,40,XPTy11323,,,,,38.7312605,-9.1374857
2018-09-08,estátua do jardim constantino,16:36,17:21,blue,33,NeXXeNpt,,,,,38.7312605,-9.1374857
2018-09-08,roma areeiro (na av de roma),19:28,20:13,yellow,40,Pekito10,,1.0,,,38.745607,-9.13582622749874
2018-09-08,roma areeiro (na av de roma),19:28,20:13,yellow,40,Kiooss,,,,,38.745607,-9.13582622749874
2018-09-08,roma areeiro (na av de roma),19:28,20:13,blue,40,RicardoSanptlx,,,,1.0,38.745607,-9.13582622749874
2018-09-08,roma areeiro (na av de roma),19:28,20:13,blue,36,Blankingdom,,,,,38.745607,-9.13582622749874
2018-09-08,globo fcul,19:40,20:25,red,40,SrJMK,,1.0,,,38.7562312,-9.1574586
2018-09-08,globo fcul,19:40,20:25,red,40,RicardoLeeXc,,,,1.0,38.7562312,-9.1574586
2018-09-08,estátua do jardim constantino,20:15,21:00,yellow,34,joadiaf,,,,,38.7312605,-9.1374857
2018-09-08,estátua do jardim constantino,20:15,21:00,blue,40,j0rgersn,,,,,38.7312605,-9.1374857
2018-09-08,estátua do jardim constantino,20:15,21:00,red,40,IgroIgor,,,,1.0,38.7312605,-9.1374857
2018-10-08,são joão de deus,15:29,16:14,blue,40,XPTy11323,,,,,38.745199299999996,-9.1365234
2018-10-08,estátua do jardim constantino,16:39,17:24,yellow,36,Coolbreezexz123,,,,,38.7312605,-9.1374857
2018-10-08,estátua do jardim constantino,16:39,17:24,blue,40,DuartehVader,,,,,38.7312605,-9.1374857
2018-10-08,estátua do jardim constantino,16:39,17:24,blue,40,JMota1994,,,,,38.7312605,-9.1374857
2018-10-08,estátua do jardim constantino,16:39,17:24,blue,36,AlexCoragem,,,,,38.7312605,-9.1374857
2018-10-08,estátua do jardim constantino,16:39,17:24,blue,33,NeXXeNpt,,,,,38.7312605,-9.1374857
2018-10-08,estátua do jardim constantino,16:39,17:24,red,24,TiagoKenpachi,,,,1.0,38.7312605,-9.1374857
2018-10-08,painel da estação das olaias,17:09,17:54,blue,40,Pokerrapxim,1.0,,,,38.7401456,-9.124184800000002
2018-10-08,painel da estação das olaias,17:09,17:54,blue,36,AlexCoragem,,,,,38.7401456,-9.124184800000002
2018-10-08,painel da estação das olaias,17:09,17:54,red,40,TinaArroyo,,,,,38.7401456,-9.124184800000002
2018-10-08,painel da estação das olaias,17:09,17:54,red,40,frenzy73,,,,,38.7401456,-9.124184800000002
2018-11-08,building c8,12:20,13:05,yellow,33,Dicas4life,,,,,38.756848299999994,-9.1567031
2018-11-08,building c8,12:20,13:05,yellow,32,Callofkthulu,,,,,38.756848299999994,-9.1567031
2018-11-08,building c8,12:20,13:05,red,33,didas29,,,,1.0,38.756848299999994,-9.1567031
2018-11-08,naval club building,15:30,16:15,blue,40,Pokerrapxim,1.0,,,2.0,38.7347606,-9.1431968
2018-11-08,mundo às costas,15:32,16:17,blue,40,Pokerrapxim,1.0,,,2.0,38.737503000000004,-9.147725
2018-11-08,metro da alameda,16:10,16:55,yellow,29,LuckyGuest,,,,,38.737297999999996,-9.1340446
2018-11-08,metro da alameda,16:10,16:55,blue,40,SaraSCZ,,,,1.0,38.737297999999996,-9.1340446
2018-11-08,metro da alameda,16:10,16:55,blue,40,SeIIene,,,,,38.737297999999996,-9.1340446
2018-11-08,metro da alameda,16:10,16:55,blue,40,bumboclausto,,,,,38.737297999999996,-9.1340446
2018-11-08,metro da alameda,16:10,16:55,red,40,SrJMK,,4.0,,,38.737297999999996,-9.1340446
2018-11-08,jardim do campo grande,17:19,18:04,blue,40,SaraSCZ,,,,1.0,38.75183079999999,-9.150279600000001
2018-11-08,jardim do campo grande,17:19,18:04,red,36,Jotsifo,,,,,38.75183079999999,-9.150279600000001
2018-08-13,universitas,17:41,18:26,yellow,40,CptPina,1.0,,,,38.75075089999999,-9.1603853
2018-08-13,universitas,17:41,18:26,blue,40,Pokerrapxim,1.0,,,1.0,38.75075089999999,-9.1603853
2018-08-13,universitas,17:41,18:26,blue,37,MegaSharkG0,,,,,38.75075089999999,-9.1603853
2018-08-13,universitas,17:41,18:26,red,40,RicardoLeeXc,,,,2.0,38.75075089999999,-9.1603853
2018-08-13,universitas,17:41,18:26,blue,31,FugasPT,,,1.0,1.0,38.75075089999999,-9.1603853
2018-08-13,universitas,17:41,18:26,red,40,SupremeMasterPT,,1.0,,3.0,38.75075089999999,-9.1603853
2018-08-14,joana vasconcelos,16:03,16:48,red,30,OrnitorrinkoXD,,,1.0,,38.7248704,-9.135796699999998
2018-08-14,parque josé gomes ferreira,16:40,17:25,red,39,Luissolmar,,,1.0,,38.7593975,-9.1302859
2018-08-14,parque josé gomes ferreira,16:40,17:25,red,30,OrnitorrinkoXD,,,,,38.7593975,-9.1302859
2018-08-14,universitas,17:39,18:24,yellow,40,lanr912,,,,,38.75075089999999,-9.1603853
2018-08-14,universitas,17:39,18:24,blue,40,PokeNE0N,,,,,38.75075089999999,-9.1603853
2018-08-14,universitas,17:39,18:24,blue,40,j0rgersn,,,,,38.75075089999999,-9.1603853
2018-08-14,universitas,17:39,18:24,blue,40,SaraSCZ,,,,2.0,38.75075089999999,-9.1603853
2018-08-14,universitas,17:39,18:24,red,40,PeterBirth,,,,,38.75075089999999,-9.1603853
2018-08-14,casa da moeda,18:12,18:57,yellow,40,Jomitex,,,,1.0,38.736748799999994,-9.1423021
2018-08-14,casa da moeda,18:12,18:57,blue,40,DuartehVader,,,,,38.736748799999994,-9.1423021
2018-08-14,casa da moeda,18:12,18:57,blue,40,JMota1994,,,,,38.736748799999994,-9.1423021
2018-08-14,casa da moeda,18:12,18:57,red,24,TiagoKenpachi,,,,1.0,38.736748799999994,-9.1423021
2018-08-14,parque oeste wave garden,20:05,20:50,yellow,40,Kiooss,1.0,,,,38.7783526,-9.1512347
2018-08-15,actor antonio pedro (campo grande),12:20,13:05,blue,40,akaziga,,,,2.0,38.7506099,-9.1495299
2018-08-15,actor antonio pedro (campo grande),12:20,13:05,blue,40,Brachyu,,,,,38.7506099,-9.1495299
2018-08-15,estátua do jardim constantino,12:28,13:13,yellow,40,joaosr1989,,,,,38.7312605,-9.1374857
2018-08-15,estátua do jardim constantino,12:28,13:13,blue,40,DuartehVader,,,,,38.7312605,-9.1374857
2018-08-15,estátua do jardim constantino,12:28,13:13,blue,40,JMota1994,,,,,38.7312605,-9.1374857
2018-08-15,estátua do jardim constantino,12:28,13:13,blue,38,Mcf69a,,,,,38.7312605,-9.1374857
2018-08-15,hotel alicante,12:18,13:03,yellow,40,joaosr1989,,,,,38.7288213,-9.1444864
2018-08-15,hotel alicante,12:18,13:03,blue,40,JMota1994,,,2.0,2.0,38.7288213,-9.1444864
2018-08-15,hotel alicante,12:18,13:03,blue,38,Mcf69a,,,,,38.7288213,-9.1444864
2018-08-15,praça de londres - igreja,18:30,19:15,blue,38,TSB58,,,,1.0,38.740437799999995,-9.1376589
2018-08-15,estátua do jardim constantino,18:42,19:27,yellow,40,lanr912,,,,1.0,38.7312605,-9.1374857
2018-08-15,estátua do jardim constantino,18:42,19:27,yellow,39,PokeAcoriano,,,,,38.7312605,-9.1374857
2018-08-15,estátua do jardim constantino,18:42,19:27,blue,40,j0rgersn,,,,,38.7312605,-9.1374857
2018-08-15,estátua do jardim constantino,18:42,19:27,red,24,TiagoKenpachi,,,,1.0,38.7312605,-9.1374857
2018-08-15,mercado de alvalade,19:28,20:13,yellow,34,Marcio699,,,,,38.75575870000001,-9.1398436
2018-08-15,mercado de alvalade,19:28,20:13,blue,36,jakie67,,,,,38.75575870000001,-9.1398436
2018-08-15,mercado de alvalade,19:28,20:13,red,39,Luissolmar,,,,,38.75575870000001,-9.1398436
2018-08-15,parque josé gomes ferreira,19:34,20:19,yellow,40,Kiooss,1.0,,,,38.7593975,-9.1302859
2018-08-15,parque josé gomes ferreira,19:34,20:19,yellow,40,Pekito10,1.0,2.0,,,38.7593975,-9.1302859
2018-08-15,parque josé gomes ferreira,19:34,20:19,yellow,34,Marcio699,,,,,38.7593975,-9.1302859
2018-08-15,parque josé gomes ferreira,19:34,20:19,red,40,Nunex64,,,,,38.7593975,-9.1302859
2018-08-16,estátua egas moniz,10:32,11:17,yellow,38,King0fH34rts,1.0,,,,38.7490721,-9.160624199999999
2018-08-16,estátua egas moniz,10:32,11:17,red,39,vsamji,,,,,38.7490721,-9.160624199999999
2018-08-16,metro da alameda,13:42,14:27,yellow,40,Jomitex,,,,1.0,38.737297999999996,-9.1340446
2018-08-16,metro da alameda,13:42,14:27,yellow,39,PokeAcoriano,,,,,38.737297999999996,-9.1340446
2018-08-16,metro da alameda,13:42,14:27,blue,39,Elfskull,,,,,38.737297999999996,-9.1340446
2018-08-16,metro da alameda,13:42,14:27,blue,37,Simpletongui,,,,,38.737297999999996,-9.1340446
2018-08-16,metro da alameda,13:42,14:27,red,40,frenzy73,,,,,38.737297999999996,-9.1340446
2018-08-16,metro da alameda,13:42,14:27,red,38,Dumaspe,,,,,38.737297999999996,-9.1340446
2018-08-16,metro da alameda,13:42,14:27,red,35,DannyTeixeira87,,,,,38.737297999999996,-9.1340446
2018-08-16,metro da alameda,13:42,14:27,red,30,OrnitorrinkoXD,,,,,38.737297999999996,-9.1340446
2018-08-16,metro da alameda,13:42,14:27,red,24,TiagoKenpachi,,,,1.0,38.737297999999996,-9.1340446
2018-08-16,1º de maio,14:41,15:26,blue,40,XPTy11323,,,,,38.751848700000004,-9.1376726
2018-08-16,1º de maio,14:41,15:26,blue,35,Groove1987,,,,,38.751848700000004,-9.1376726
2018-08-16,d. afonso henriques,16:39,17:24,yellow,35,Burgburs,,1.0,,1.0,38.758865500000006,-9.1553356
2018-08-16,d. afonso henriques,16:39,17:24,yellow,35,pdpt25,,,,1.0,38.758865500000006,-9.1553356
2018-08-16,d. afonso henriques,16:39,17:24,blue,40,SaraSCZ,,,,1.0,38.758865500000006,-9.1553356
2018-08-16,d. afonso henriques,16:39,17:24,blue,40,AshNestum,,,,,38.758865500000006,-9.1553356
2018-08-16,d. afonso henriques,16:39,17:24,blue,40,PauDourado,,,,,38.758865500000006,-9.1553356
2018-08-16,d. afonso henriques,16:39,17:24,blue,38,Chentobi,,,,,38.758865500000006,-9.1553356
2018-08-16,d. afonso henriques,16:39,17:24,red,40,naerp2606,,,,1.0,38.758865500000006,-9.1553356
2018-08-16,d. afonso henriques,16:39,17:24,red,40,TinaArroyo,,,,,38.758865500000006,-9.1553356
2018-08-16,d. afonso henriques,16:39,17:24,red,40,Nunex64,,,,1.0,38.758865500000006,-9.1553356
2018-08-16,jogador de futebol,18:28,19:13,yellow,34,PLGR94,1.0,,,1.0,38.7529849,-9.1624882
2018-08-16,jogador de futebol,18:28,19:13,blue,40,j0rgersn,,,,,38.7529849,-9.1624882
2018-08-16,jogador de futebol,18:28,19:13,blue,40,SaraSCZ,,,,1.0,38.7529849,-9.1624882
2018-08-16,jogador de futebol,18:28,19:13,blue,40,RicardoSanptlx,,,,1.0,38.7529849,-9.1624882
2018-08-16,jogador de futebol,18:28,19:13,blue,40,AshNestum,,,,,38.7529849,-9.1624882
2018-08-16,jogador de futebol,18:28,19:13,red,40,TinaArroyo,,,,,38.7529849,-9.1624882
2018-08-16,jogador de futebol,18:28,19:13,red,40,PeterBirth,,1.0,,,38.7529849,-9.1624882
2018-08-16,roma areeiro (na av de roma),18:31,19:16,red,40,frenzy73,,,,,38.745607,-9.13582622749874
2018-08-16,d. afonso henriques,20:08,20:53,yellow,40,MARTYMTEYXEYRA,,,,,38.758865500000006,-9.1553356
2018-08-16,d. afonso henriques,20:08,20:53,yellow,32,BBaronz,,,,,38.758865500000006,-9.1553356
2018-08-16,d. afonso henriques,20:08,20:53,blue,36,jakie67,,,1.0,,38.758865500000006,-9.1553356
2018-08-17,estátua de calouste gulbenkian,11:43,12:28,yellow,40,pda9891,,,,1.0,38.7372914,-9.155955300000002
2018-08-17,estátua de calouste gulbenkian,11:43,12:28,yellow,32,Callofkthulu,,,,,38.7372914,-9.155955300000002
2018-08-17,estátua de calouste gulbenkian,11:43,12:28,blue,40,JMota1994,,,,,38.7372914,-9.155955300000002
2018-08-17,estátua de calouste gulbenkian,11:43,12:28,red,38,Marco2345678,,,,,38.7372914,-9.155955300000002
2018-08-17,old tile,12:41,13:26,yellow,40,pda9891,,,,,38.7381223,-9.1546119
2018-08-17,old tile,12:41,13:26,red,38,Marco2345678,,,,,38.7381223,-9.1546119
2018-08-17,estátua de calouste gulbenkian,15:29,16:14,yellow,40,GOhellbabeGO,,,,1.0,38.7372914,-9.155955300000002
2018-08-17,estátua de calouste gulbenkian,15:29,16:14,red,40,TinaArroyo,,,,,38.7372914,-9.155955300000002
2018-08-17,cgd building,16:28,17:13,yellow,38,MrYellowMonkeYy,,,,,38.74123529999999,-9.140499499999999
2018-08-17,cgd building,16:28,17:13,blue,40,bumboclausto,,,,,38.74123529999999,-9.140499499999999
2018-08-17,cgd building,16:28,17:13,blue,40,DuartehVader,,,,,38.74123529999999,-9.140499499999999
2018-08-17,rugby state,16:18,17:03,red,40,PrabhasPaul,,,1.0,,38.751345,-9.162574000000001
2018-08-17,rugby state,16:18,17:03,red,40,nunesrd,,,,1.0,38.751345,-9.162574000000001
2018-08-17,d. afonso henriques,17:10,17:55,yellow,35,Burgburs,,,,,38.758865500000006,-9.1553356
2018-08-17,d. afonso henriques,17:10,17:55,red,39,MaggieSCP,,,,1.0,38.758865500000006,-9.1553356
2018-08-17,d. afonso henriques,17:10,17:55,red,24,TiagoKenpachi,,,,,38.758865500000006,-9.1553356
2018-08-17,d. afonso henriques,17:10,17:55,red,40,nunesrd,,,1.0,,38.758865500000006,-9.1553356
2018-08-17,estátua do jardim constantino,18:40,19:25,yellow,31,LuckyGuest,,,,,38.7312605,-9.1374857
2018-08-17,estátua do jardim constantino,18:40,19:25,blue,40,j0rgersn,,,,1.0,38.7312605,-9.1374857
2018-08-17,estátua do jardim constantino,18:40,19:25,blue,37,Pachiren,,,,,38.7312605,-9.1374857
2018-08-17,estátua do jardim constantino,18:40,19:25,red,40,IgroIgor,,1.0,,,38.7312605,-9.1374857
2018-08-17,estátua do jardim constantino,18:40,19:25,red,40,Urbano719,,,,1.0,38.7312605,-9.1374857
2018-08-17,estátua do jardim constantino,18:40,19:25,red,40,frenzy73,,,,,38.7312605,-9.1374857
2018-08-17,estátua do jardim constantino,18:40,19:25,red,40,PeterBirth,,,,,38.7312605,-9.1374857
2018-08-17,rugby state,20:23,21:08,yellow,32,BBaronz,,,,,38.751345,-9.162574000000001
2018-08-17,rugby state,20:23,21:08,blue,40,j0rgersn,,,,,38.751345,-9.162574000000001
2018-08-17,rugby state,20:23,21:08,blue,40,SaraSCZ,,,,1.0,38.751345,-9.162574000000001
2018-08-17,rugby state,20:23,21:08,red,40,PeterBirth,,,,1.0,38.751345,-9.162574000000001
2018-08-17,junta de freguesia penha de frança,20:03,20:48,yellow,34,joadiaf,1.0,,,,38.7313664,-9.1267702
2018-08-17,junta de freguesia penha de frança,20:03,20:48,yellow,28,Tchukay,,,,,38.7313664,-9.1267702
2018-08-17,junta de freguesia penha de frança,20:03,20:48,blue,40,XPTy11323,,,,,38.7313664,-9.1267702
2018-08-17,junta de freguesia penha de frança,20:03,20:48,blue,37,Simpletongui,,,,,38.7313664,-9.1267702
2018-08-17,junta de freguesia penha de frança,20:03,20:48,red,39,Luissolmar,,,,,38.7313664,-9.1267702
2018-08-18,the two bears,12:35,13:20,yellow,40,Maianque,,,,,38.731207399999995,-9.1271431
2018-08-18,the two bears,12:35,13:20,yellow,39,Naikowe,,,,,38.731207399999995,-9.1271431
2018-08-18,the two bears,12:35,13:20,yellow,32,Crucefix,,,,,38.731207399999995,-9.1271431
2018-08-18,the two bears,12:35,13:20,blue,37,Simpletongui,,,,,38.731207399999995,-9.1271431
2018-08-18,the two bears,12:35,13:20,blue,28,coquinhasmars,,,,,38.731207399999995,-9.1271431
2018-08-18,the two bears,12:35,13:20,red,39,Luissolmar,,,,,38.731207399999995,-9.1271431
2018-08-18,old tile,17:31,18:16,red,40,Mizehza,,,,1.0,38.7381223,-9.1546119
2018-08-18,old tile,17:31,18:16,red,40,PeterBirth,,,,,38.7381223,-9.1546119
2018-08-18,old tile,17:31,18:16,red,40,nunesrd,,,,,38.7381223,-9.1546119
2018-08-18,old tile,17:31,18:16,red,40,TinaArroyo,,,,,38.7381223,-9.1546119
2018-08-18,old tile,17:31,18:16,red,40,ARROOZ,,,,1.0,38.7381223,-9.1546119
2018-08-18,quinta das conchas - mansão,17:32,18:17,red,40,nunesrd,,,,1.0,38.768348700000004,-9.153359
